CID10 CATEGORIA;Total_2018
B51:Malaria por Plasmodium Vivax;11.0
B52:Malaria por Plasmodium Malariae;1.0
B53:Outras Formas de Malaria Confirmadas por Exames Parasitologicos;1.0
B54:Malaria Nao Especificada;6.0
B55:Leishmaniose;739.0
B56:Tripanossomiase Africana;1.0
B57:Doenca de Chagas;626.0
B58:Toxoplasmose;412.0
B59:Pneumocistose;75.0
B60:Outras Doencas Devidas a Protozoarios, Nao Classificadas em Outra Parte;12.0
B64:Doenca Nao Especificada Devida a Protozoarios;2.0
B65:Esquistossomose [Bilharziose] [Schistosomiase];80.0
B66:Outras nfestacoes por Trematodeos;1.0
B67:Equinococose;10.0
B68:Infestacao por Taenia;0.0
B69:Cisticercose;128.0
B70:Difilobotriase e Esparganose;0.0
B71:Outras infestacoes por Cestoides;0.0
B72:Dracontiase;1.0
B73:Oncocercose;0.0
B74:Filariose;10.0
B75:Triquinose;0.0
B76:Ancilostomiase;2.0
B77:Ascaridiase;1.0
B78:Estrongiloidiase;1.0
B79:Tricuriase;0.0
B80:Oxiuriase;0.0
B81:Outras Helmintiases Intestinais, Nao Classificadas em Outra Parte;1.0
B82:Parasitose Intestinal Nao Especificada;3.0
B83:Outras Helmintiases;2.0
B85:Pediculose e Ftiriase;2.0
B86:Escabiose [Sarna];93.0
B87:Miiase;16.0
B88:Outras nfestacoes;6.0
B89:Doenca Parasitaria Nao Especificada;1.0
B90:Sequelas de Tuberculose;146.0
B91:Sequelas de Poliomielite;290.0
B92:Sequelas de Hanseniase [Lepra];674.0
B94:Sequelas de Outras Doencas Infecciosas e Parasitarias e das Nao Especificadas;46.0
B95:Estreptococos e Estafilococos Como Causa de Doencas Classificadas em Outros Capitulos;33.0
B96:Outros Agentes Bacterianos, Como Causa de Doencas Classificadas em Outros Capitulos;4.0
B97:Virus Como Causa de Doencas Classificadas em Outros Capitulos;88.0
B99:Doencas Infecciosas, Outras e as Nao Especificadas;28.0
Capítulo II: Neoplasias [tumores] (C00-D48);157616.0
C00:Neoplasia Maligna do Labio;107.0
C01:Neoplasia Maligna da Base da Lingua;249.0
C02:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Lingua;413.0
C03:Neoplasia Maligna da Gengiva;35.0
C04:Neoplasia Maligna do Assoalho da Boca;219.0
C05:Neoplasia Maligna do Palato;145.0
C06:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Boca;295.0
C07:Neoplasia Maligna da Glandula Parotida;196.0
C08:Neoplasia Maligna de Outras Glandulas Salivares Maiores e as Nao Especificadas;88.0
C09:Neoplasia Maligna da Amigdala;165.0
C10:Neoplasia Maligna da Orofaringe;625.0
C11:Neoplasia Maligna da Nasofaringe;242.0
C12:Neoplasia Maligna do Seio Piriforme;49.0
C13:Neoplasia Maligna da Hipofaringe;196.0
C14:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definida, do Labio, Cavidade Oral e Faringe;105.0
C15:Neoplasia Maligna do Esofago;1246.0
C16:Neoplasia Maligna do Estomago;2768.0
C17:Neoplasia Maligna do Intestino Delgado;273.0
C18:Neoplasia Maligna do Colon;4916.0
C19:Neoplasia Maligna da Juncao Retossigmoide;530.0
C20:Neoplasia Maligna do Reto;2774.0
C21:Neoplasia Maligna do Anus e do Canal Anal;395.0
C22:Neoplasia Maligna do Figado e das Vias Biliares Intra-Hepaticas;688.0
C23:Neoplasia Maligna da Vesicula Biliar;126.0
C24:Neoplasia Maligna de Outras Partes, e de Partes Nao Especificadas das Vias Biliares;233.0
C25:Neoplasia Maligna do Pancreas;1087.0
C26:Neoplasia Maligna de Outros Orgaos Digestivos e de Localizacoes Mal Definidas no Aparelho Digestivo;195.0
C30:Neoplasia Maligna da Cavidade Nasal e do Ouvido Medio;66.0
C31:Neoplasia Maligna dos Seios da Face;111.0
C32:Neoplasia Maligna da Laringe;973.0
C33:Neoplasia Maligna da Traqueia;15.0
C34:Neoplasia Maligna dos Bronquios e dos Pulmoes;2153.0
C37:Neoplasia Maligna do Timo;60.0
C38:Neoplasia Maligna do Coracao, Mediastino e Pleura;122.0
C39:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas do Aparelho Respiratorio e dos Orgaos Intratoracicos;93.0
C40:Neoplasia Maligna dos Ossos e Cartilagens Articulares dos Membros;311.0
C41:Neoplasia Maligna dos Ossos e das Cartilagens Articulares de Outras Localizacoes e de Localizacoes Nao Especificadas;300.0
C43:Melanoma Maligno da Pele;1124.0
C44:Outras Neoplasias Malignas da Pele;1895.0
C45:Mesotelioma;39.0
C46:Sarcoma de Kaposi;66.0
C47:Neoplasia Maligna dos Nervos Perifericos e do Sistema Nervoso Autonomo;18.0
C48:Neoplasia Maligna dos Tecidos Moles do Retroperitonio e do Peritonio;210.0
C49:Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;1091.0
C50:Neoplasia Maligna da Mama;21695.0
C51:Neoplasia Maligna da Vulva;107.0
C52:Neoplasia Maligna da Vagina;54.0
C53:Neoplasia Maligna do Colo do Utero;4751.0
C54:Neoplasia Maligna do Corpo do Utero;1110.0
C55:Neoplasia Maligna do Utero, Porcao Nao Especificada;148.0
C56:Neoplasia Maligna do Ovario;1623.0
C57:Neoplasia Maligna de Outros Orgaos Genitais Femininos e dos Nao Especificados;109.0
C58:Neoplasia Maligna da Placenta;75.0
C60:Neoplasia Maligna do Penis;274.0
C61:Neoplasia Maligna da Prostata;6332.0
C62:Neoplasia Maligna dos Testiculos;1165.0
C63:Neoplasia Maligna de Outros Orgaos Genitais Masculinos e dos Nao Especificados;61.0
C64:Neoplasia Maligna do Rim, Exceto Pelve Renal;1913.0
C65:Neoplasia Maligna da Pelve Renal;78.0
C66:Neoplasia Maligna dos Ureteres;21.0
C67:Neoplasia Maligna da Bexiga;930.0
C68:Neoplasia Maligna de Outros Orgaos Urinarios e dos Nao Especificados;56.0
C69:Neoplasia Maligna do Olho e Anexos;150.0
C70:Neoplasia Maligna das Meninges;63.0
C71:Neoplasia Maligna do Encefalo;1681.0
C72:Neoplasia Maligna da Medula Espinhal, dos Nervos Cranianos e de Outras Partes do Sistema Nervoso Central;230.0
C73:Neoplasia Maligna da Glandula Tireoide;3370.0
C74:Neoplasia Maligna da Glandula Supra-Renal;66.0
C75:Neoplasia Maligna de Outras Glandulas Endocrinas e de Estruturas Relacionadas;84.0
C76:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas;375.0
C77:Neoplasia Maligna Secundaria e Nao Especificada dos Ganglios Linfaticos;209.0
C78:Neoplasia Maligna Secundaria dos Orgaos Respiratorios e Digestivos;181.0
C79:Neoplasia Maligna Secundaria de Outras Localizacoes;252.0
C80:Neoplasia Maligna, sem Especificacao de Localizacao;640.0
C81:Doenca de Hodgkin;1210.0
C82:Linfoma Nao-Hodgkin, Folicular (Nodular);434.0
C83:Linfoma Nao-Hodgkin Difuso;991.0
C84:Linfomas de Celulas T Cutaneas e Perifericas;189.0
C85:Linfoma Nao-Hodgkin de Outros Tipos e de Tipo Nao Especificado;714.0
C88:Doencas Imunoproliferativas Malignas;23.0
C90:Mieloma Multiplo e Neoplasias Malignas de Plasmocitos;849.0
C91:Leucemia Linfoide;597.0
C92:Leucemia Mieloide;1132.0
C93:Leucemia Monocitica;18.0
C94:Outras Leucemias de Celulas de Tipo Especificado;63.0
C95:Leucemia de Tipo Celular Nao Especificado;129.0
C96:Outras Neoplasias Malignas e as Nao Especificadas dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;64.0
C97:Neoplasias Malignas de Localizacoes Multiplas Independentes (Primarias);15.0
D00:Carcinoma In Situ da Cavidade Oral, do Esofago e do Estomago;53.0
D01:Carcinoma In Situ de Outros Orgaos Digestivos;80.0
D02:Carcinoma In Situ do Ouvido Medio e do Aparelho Respiratorio;40.0
D03:Melanoma In Situ;103.0
D04:Carcinoma In Situ da Pele;313.0
D05:Carcinoma In Situ da Mama;239.0
D06:Carcinoma In Situ do Colo do Utero (Cervix);579.0
D07:Carcinoma In Situ de Outros Orgaos Genitais e dos Nao Especificados;92.0
D09:Carcinoma In Situ de Outras Localizacoes e das Nao Especificadas;140.0
D10:Neoplasia Benigna da Boca e da Faringe;114.0
D11:Neoplasia Benigna de Glandulas Salivares Maiores;364.0
D12:Neoplasia Benigna do Colon, Reto, Canal Anal e Anus;195.0
D13:Neoplasia Benigna de Outras Partes e de Partes Mal Definidas do Aparelho Digestivo;230.0
D14:Neoplasia Benigna do Ouvido Medio e do Aparelho Respiratorio;119.0
D15:Neoplasia Benigna de Outros Orgaos Intratoracicos e dos Nao Especificados;131.0
D16:Neoplasia Benigna de Osso e de Cartilagem Articular;1063.0
D17:Neoplasia Lipomatosa Benigna;940.0
D18:Hemangioma e Linfangioma de Qualquer Localizacao;299.0
D19:Neoplasia Benigna de Tecido Mesotelial;22.0
D20:Neoplasia Benigna de Tecido Mole do Retroperitonio e do Peritonio;100.0
D21:Outras Neoplasias Benignas do Tecido Conjuntivo e de Outros Tecidos Moles;687.0
D22:Nevos Melanociticos;89.0
D23:Outras Neoplasias Benignas da Pele;262.0
D24:Neoplasia Benigna da Mama;525.0
D25:Leiomioma do Utero;55464.0
D26:Outras Neoplasias Benignas do Utero;616.0
D27:Neoplasia Benigna do Ovario;1713.0
D28:Neoplasia Benigna de Outros Orgaos Genitais Femininos e de Orgaos Nao Especificados;250.0
D29:Neoplasia Benigna dos Orgaos Genitais Masculinos;127.0
D30:Neoplasia Benigna dos Orgaos Urinarios;130.0
D31:Neoplasia Benigna do Olho e Anexos;33.0
D32:Neoplasia Benigna das Meninges;579.0
D33:Neoplasia Benigna do Encefalo e de Outras Partes do Sistema Nervoso Central;1496.0
D34:Neoplasia Benigna da Glandula Tireoide;471.0
D35:Neoplasia Benigna de Outras Glandulas Endocrinas e das Nao Especificadas;658.0
D36:Neoplasia Benigna de Outras Localizacoes e de Localizacoes Nao Especificadas;393.0
D37:Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e dos Orgaos Digestivos;554.0
D38:Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Medio e dos Orgaos Respiratorios e Intratoracicos;353.0
D39:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Femininos;1321.0
D40:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Masculinos;147.0
D41:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Urinarios;388.0
D42:Neoplasia de Comportamento Incerto ou Desconhecido das Meninges;119.0
D43:Neoplasia de Comportamento Incerto ou Desconhecido do Encefalo e do Sistema Nervoso Central;1486.0
D44:Neoplasia de Comportamento Incerto ou Desconhecido das Glandulas Endocrinas;890.0
D45:Policitemia Vera;55.0
D46:Sindromes Mielodisplasicas;210.0
D47:Outras Neoplasias de Comportamento Incerto ou Desconhecido dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;183.0
D48:Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizacoes e de Localizacoes Nao Especificadas;1963.0
Capítulo III: Doencas do sangue e dos órgaos hematopoéticos e alguns transtornos imunitários (D50-D89);3560.0
D50:Anemia por Deficiencia de Ferro;438.0
D51:Anemia por Deficiencia de Vitamina B12;84.0
D52:Anemia por Deficiencia de Folato;9.0
D53:Outras Anemias Nutricionais;43.0
D55:Anemia Devida a Transtornos Enzimaticos;21.0
D56:Talassemia;30.0
D57:Transtornos Falciformes;338.0
D58:Outras Anemias Hemoliticas Hereditarias;36.0
D59:Anemia Hemolitica Adquirida;143.0
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];24.0
D61:Outras Anemias Aplasticas;138.0
D62:Anemia Aguda Pos-Hemorragica;145.0
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;243.0
D64:Outras Anemias;439.0
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];7.0
D66:Deficiencia Hereditaria do Fator Viii;32.0
D67:Deficiencia Hereditaria do Fator Ix;2.0
D68:Outros Defeitos da Coagulacao;279.0
D69:Purpura e Outras Afeccoes Hemorragicas;646.0
D70:Agranulocitose;25.0
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;3.0
D72:Outros Transtornos dos Globulos Brancos;20.0
D73:Doencas do Baco;139.0
D74:Metemoglobinemia;2.0
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;69.0
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;23.0
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;7.0
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;13.0
D81:Deficiencias Imunitarias Combinadas;5.0
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;3.0
D83:Imunodeficiencia Comum Variavel;18.0
D84:Outras Imunodeficiencias;20.0
D86:Sarcoidose;106.0
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;10.0
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);30516.0
E00:Sindrome de Deficiencia Congenita de Iodo;2.0
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;74.0
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;10.0
E03:Outros Hipotireoidismos;308.0
E04:Outros Bocios Nao-Toxicos;1050.0
E05:Tireotoxicose [Hipertireoidismo];771.0
E06:Tireoidite;265.0
E07:Outros Transtornos da Tireoide;385.0
E10:Diabetes Mellitus Insulino-Dependente;5367.0
E11:Diabetes Mellitus Nao-Insulino-Dependente;2900.0
E12:Diabetes Mellitus Relacionado com a Desnutricao;27.0
E13:Outros Tipos Especificados de Diabetes Mellitus;137.0
E14:Diabetes Mellitus Nao Especificado;1782.0
E15:Coma Hipoglicemico Nao-Diabetico;3.0
E16:Outros Transtornos da Secrecao Pancreatica Interna;64.0
E20:Hipoparatireoidismo;29.0
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;53.0
E22:Hiperfuncao da Hipofise;111.0
E23:Hipofuncao e Outros Transtornos da Hipofise;70.0
E24:Sindrome de Cushing;59.0
E25:Transtornos Adrenogenitais;4.0
E26:Hiperaldosteronismo;15.0
E27:Outros Transtornos da Glandula Supra-Renal;58.0
E28:Disfuncao Ovariana;19.0
E29:Disfuncao Testicular;17.0
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;4.0
E31:Disfuncao Poliglandular;0.0
E32:Doencas do Timo;8.0
E34:Outros Transtornos Endocrinos;18.0
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;16.0
E40:Kwashiorkor;4.0
E41:Marasmo Nutricional;0.0
E42:Kwashiorkor Marasmatico;1.0
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;40.0
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;35.0
E45:Atraso do Desenvolvimento Devido a Desnutricao Proteico-Calorica;2.0
E46:Desnutricao Proteico-Calorica Nao Especificada;19.0
E50:Deficiencia de Vitamina A;0.0
E51:Deficiencia de Tiamina;42.0
E52:Deficiencia de Niacina [Pelagra];5.0
E53:Deficiencia de Outras Vitaminas do Grupo B;12.0
E54:Deficiencia de Acido Ascorbico;3.0
E55:Deficiencia de Vitamina D;4.0
E56:Outras Deficiencias Vitaminicas;2.0
E58:Deficiencia de Calcio da Dieta;0.0
E59:Deficiencia de Selenio da Dieta;0.0
E60:Deficiencia de Zinco da Dieta;1.0
E61:Deficiencia de Outros ElemeNaos Nutrientes;3.0
E63:Outras Deficiencias Nutricionais;3.0
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;11.0
E65:Adiposidade Localizada;322.0
E66:Obesidade;13967.0
E67:Outras Formas de HiperAlimentacao;0.0
E68:Sequelas de HiperAlimentacao;41.0
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;14.0
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;3.0
E72:Outros Disturbios do Metabolismo de Aminoacidos;1.0
E73:Intolerancia a Lactose;0.0
E74:Outros Disturbios do Metabolismo de Carboidratos;8.0
E75:Disturbios do Metabolismo de Esfingolipides  e Outros Disturbios de Deposito de Lipides;23.0
E76:Disturbios do Metabolismo do Glicosaminoglicano;1.0
E77:Disturbios do Metabolismo de Glicoproteinas;4.0
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;28.0
E79:Disturbios do Metabolismo de Purina e Pirimidina;15.0
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;32.0
E83:Disturbios do Metabolismo de Minerais;57.0
E84:Fibrose Cistica;41.0
E85:Amiloidose;35.0
E86:Deplecao de Volume;1.0
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;34.0
E88:Outros Disturbios Metabolicos;2013.0
E89:Transtornos Endocrinos e Metabolicos Pos-ProcedimeNaos, Nao Classificados em Outra Parte;56.0
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;7.0
Capítulo V: Transtornos mentais e comportamentais (F00-F99);191841.0
F00:Demencia na Doenca de Alzheimer (G30.-+);107.0
F01:Demencia Vascular;102.0
F02:Demencia em Outras Doencas Classificadas em Outra Parte;136.0
F03:Demencia Nao Especificada;289.0
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;14.0
F05:Delirium Nao Induzido Pelo Alcool ou por Outras Substancias Psicoativas;28.0
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;1269.0
F07:Transtornos de Personalidade e do Comportamento Devidos a Doenca, a Lesao e a Disfuncao Cerebral;187.0
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado;86.0
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;9043.0
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;85.0
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;280.0
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;78.0
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;4737.0
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;39.0
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;40.0
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;31.0
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;11.0
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;15763.0
F20:Esquizofrenia;7817.0
F21:Transtorno Esquizotipico;219.0
F22:Transtornos Delirantes Persistentes;575.0
F23:Transtornos Psicoticos Agudos e Transitorios;1780.0
F24:Transtorno Delirante Induzido;11.0
F25:Transtornos Esquizoafetivos;2069.0
F28:Outros Transtornos Psicoticos Nao-Organicos;147.0
F29:Psicose Nao-Organica Nao Especificada;3505.0
F30:Episodio Maniaco;193.0
F31:Transtorno Afetivo Bipolar;18390.0
F32:Episodios Depressivos;49807.0
F33:Transtorno Depressivo Recorrente;24292.0
F34:Transtornos de Humor [Afetivos] Persistentes;668.0
F38:Outros Transtornos do Humor [Afetivos];133.0
F39:Transtorno do Humor [Afetivo] Nao Especificado;531.0
F40:Transtornos Fobico-Ansiosos;1529.0
F41:Outros Transtornos Ansiosos;34900.0
F42:Transtorno Obsessivo-Compulsivo;764.0
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;7375.0
F44:Transtornos Dissociativos [De Conversao];720.0
F45:Transtornos Somatoformes;368.0
F48:Outros Transtornos Neuroticos;141.0
F50:Transtornos da Alimentacao;75.0
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;103.0
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;16.0
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;288.0
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;28.0
F55:Abuso de Substancias Que Nao Produzem Dependencia;0.0
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;12.0
F60:Transtornos Especificos da Personalidade;2008.0
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;13.0
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;29.0
F63:Transtornos dos Habitos e dos Impulsos;85.0
F64:Transtornos da Identidade Sexual;35.0
F65:Transtornos da Preferencia Sexual;4.0
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;2.0
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;47.0
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;26.0
F70:Retardo Mental Leve;181.0
F71:Retardo Mental Moderado;166.0
F72:Retardo Mental Grave;32.0
F73:Retardo Mental Profundo;3.0
F78:Outro Retardo Mental;6.0
F79:Retardo Mental Nao Especificado;50.0
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;5.0
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;0.0
F82:Transtorno Especifico do Desenvolvimento Motor;0.0
F83:Transtornos Especificos Misto do Desenvolvimento;6.0
