CID10 CATEGORIA;Total_2020
C64:Neoplasia Maligna do Rim, Exceto Pelve Renal;2169
C65:Neoplasia Maligna da Pelve Renal;73
C66:Neoplasia Maligna dos Ureteres;33
C67:Neoplasia Maligna da Bexiga;1080
C68:Neoplasia Maligna de Outros Orgaos Urinarios e dos Nao Especificados;51
C69:Neoplasia Maligna do Olho e Anexos;168
C70:Neoplasia Maligna das Meninges;88
C71:Neoplasia Maligna do Encefalo;2580
C72:Neoplasia Maligna da Medula Espinhal, dos Nervos Cranianos e de Outras Partes do Sistema Nervoso Central;417
C73:Neoplasia Maligna da Glandula Tireoide;2578
C74:Neoplasia Maligna da Glandula Supra-Renal;131
C75:Neoplasia Maligna de Outras Glandulas Endocrinas e de Estruturas Relacionadas;58
C76:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas;440
C77:Neoplasia Maligna Secundaria e Nao Especificada dos Ganglios Linfaticos;246
C78:Neoplasia Maligna Secundaria dos Orgaos Respiratorios e Digestivos;208
C79:Neoplasia Maligna Secundaria de Outras Localizacoes;306
C80:Neoplasia Maligna, sem Especificacao de Localizacao;779
C81:Doenca de Hodgkin;2088
C82:Linfoma Nao-Hodgkin, Folicular (Nodular);650
C83:Linfoma Nao-Hodgkin Difuso;1837
C84:Linfomas de Celulas T Cutaneas e Perifericas;249
C85:Linfoma Nao-Hodgkin de Outros Tipos e de Tipo Nao Especificado;783
C88:Doencas Imunoproliferativas Malignas;28
C90:Mieloma Multiplo e Neoplasias Malignas de Plasmocitos;1441
C91:Leucemia Linfoide;999
C92:Leucemia Mieloide;1902
C93:Leucemia Monocitica;15
C94:Outras Leucemias de Celulas de Tipo Especificado;67
C95:Leucemia de Tipo Celular Nao Especificado;78
C96:Outras Neoplasias Malignas e as Nao Especificadas dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;35
C97:Neoplasias Malignas de Localizacoes Multiplas Independentes (Primarias);9
D00:Carcinoma In Situ da Cavidade Oral, do Esofago e do Estomago;24
D01:Carcinoma In Situ de Outros Orgaos Digestivos;33
D02:Carcinoma In Situ do Ouvido Medio e do Aparelho Respiratorio;16
D03:Melanoma In Situ;58
D04:Carcinoma In Situ da Pele;116
D05:Carcinoma In Situ da Mama;285
D06:Carcinoma In Situ do Colo do Utero (Cervix);360
D07:Carcinoma In Situ de Outros Orgaos Genitais e dos Nao Especificados;39
D09:Carcinoma In Situ de Outras Localizacoes e das Nao Especificadas;74
D10:Neoplasia Benigna da Boca e da Faringe;42
D11:Neoplasia Benigna de Glandulas Salivares Maiores;158
D12:Neoplasia Benigna do Colon, Reto, Canal Anal e Anus;144
D13:Neoplasia Benigna de Outras Partes e de Partes Mal Definidas do Aparelho Digestivo;181
D14:Neoplasia Benigna do Ouvido Medio e do Aparelho Respiratorio;63
D15:Neoplasia Benigna de Outros Orgaos Intratoracicos e dos Nao Especificados;85
D16:Neoplasia Benigna de Osso e de Cartilagem Articular;853
D17:Neoplasia Lipomatosa Benigna;414
D18:Hemangioma e Linfangioma de Qualquer Localizacao;265
D19:Neoplasia Benigna de Tecido Mesotelial;16
D20:Neoplasia Benigna de Tecido Mole do Retroperitonio e do Peritonio;61
D21:Outras Neoplasias Benignas do Tecido Conjuntivo e de Outros Tecidos Moles;440
D22:Nevos Melanociticos;32
D23:Outras Neoplasias Benignas da Pele;96
D24:Neoplasia Benigna da Mama;209
D25:Leiomioma do Utero;25414
D26:Outras Neoplasias Benignas do Utero;388
D27:Neoplasia Benigna do Ovario;753
D28:Neoplasia Benigna de Outros Orgaos Genitais Femininos e de Orgaos Nao Especificados;78
D29:Neoplasia Benigna dos Orgaos Genitais Masculinos;59
D30:Neoplasia Benigna dos Orgaos Urinarios;59
D31:Neoplasia Benigna do Olho e Anexos;34
D32:Neoplasia Benigna das Meninges;776
D33:Neoplasia Benigna do Encefalo e de Outras Partes do Sistema Nervoso Central;1642
D34:Neoplasia Benigna da Glandula Tireoide;247
D35:Neoplasia Benigna de Outras Glandulas Endocrinas e das Nao Especificadas;647
D36:Neoplasia Benigna de Outras Localizacoes e de Localizacoes Nao Especificadas;292
D37:Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e dos Orgaos Digestivos;372
D38:Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Medio e dos Orgaos Respiratorios e Intratoracicos;280
D39:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Femininos;976
D40:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Masculinos;106
D41:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Urinarios;259
D42:Neoplasia de Comportamento Incerto ou Desconhecido das Meninges;114
D43:Neoplasia de Comportamento Incerto ou Desconhecido do Encefalo e do Sistema Nervoso Central;1736
D44:Neoplasia de Comportamento Incerto ou Desconhecido das Glandulas Endocrinas;536
D45:Policitemia Vera;45
D46:Sindromes Mielodisplasicas;270
D47:Outras Neoplasias de Comportamento Incerto ou Desconhecido dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;242
D48:Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizacoes e de Localizacoes Nao Especificadas;1494
Capítulo III: Doencas do sangue e dos órgaos hematopoéticos e alguns transtornos imunitários (D50-D89);4114
D50:Anemia por Deficiencia de Ferro;451
D51:Anemia por Deficiencia de Vitamina B12;87
D52:Anemia por Deficiencia de Folato;10
D53:Outras Anemias Nutricionais;35
D55:Anemia Devida a Transtornos Enzimaticos;3
D56:Talassemia;41
D57:Transtornos Falciformes;342
D58:Outras Anemias Hemoliticas Hereditarias;39
D59:Anemia Hemolitica Adquirida;191
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];27
D61:Outras Anemias Aplasticas;228
D62:Anemia Aguda Pos-Hemorragica;73
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;104
D64:Outras Anemias;304
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];5
D66:Deficiencia Hereditaria do Fator Viii;29
D67:Deficiencia Hereditaria do Fator Ix;10
D68:Outros Defeitos da Coagulacao;567
D69:Purpura e Outras Afeccoes Hemorragicas;692
D70:Agranulocitose;29
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;4
D72:Outros Transtornos dos Globulos Brancos;66
D73:Doencas do Baco;118
D74:Metemoglobinemia;2
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;108
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;35
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;27
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;68
D81:Deficiencias Imunitarias Combinadas;3
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;11
D83:Imunodeficiencia Comum Variavel;62
D84:Outras Imunodeficiencias;138
D86:Sarcoidose;181
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;24
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);24362
E00:Sindrome de Deficiencia Congenita de Iodo;1
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;29
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;6
E03:Outros Hipotireoidismos;308
E04:Outros Bocios Nao-Toxicos;367
E05:Tireotoxicose [Hipertireoidismo];562
E06:Tireoidite;118
E07:Outros Transtornos da Tireoide;195
E10:Diabetes Mellitus Insulino-Dependente;6970
E11:Diabetes Mellitus Nao-Insulino-Dependente;4136
E12:Diabetes Mellitus Relacionado com a Desnutricao;30
E13:Outros Tipos Especificados de Diabetes Mellitus;147
E14:Diabetes Mellitus Nao Especificado;2139
E15:Coma Hipoglicemico Nao-Diabetico;11
E16:Outros Transtornos da Secrecao Pancreatica Interna;63
E20:Hipoparatireoidismo;38
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;43
E22:Hiperfunccao da Hipofise;93
E23:Hipofuncao e Outros Transtornos da Hipofise;67
E24:Sindrome de Cushing;55
E25:Transtornos Adrenogenitais;5
E26:Hiperaldosteronismo;9
E27:Outros Transtornos da Glandula Supra-Renal;51
E28:Disfuncao Ovariana;28
E29:Disfuncao Testicular;16
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;1
E31:Disfunccao Poliglandular;5
E32:Doencas do Timo;8
E34:Outros Transtornos Endocrinos;23
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;15
E40:Kwashiorkor;2
E41:Marasmo Nutricional;1
E42:Kwashiorkor Marasmatico;1
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;45
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;47
E45:Atraso do Desenvolvimento Devido a Desnutricao Proteico-Calorica;3
E46:Desnutricao Proteico-Calorica Nao Especificada;11
E50:Deficiencia de Vitamina A;5
E51:Deficiencia de Tiamina;74
E52:Deficiencia de Niacina [Pelagra];2
E53:Deficiencia de Outras Vitaminas do Grupo B;8
E54:Deficiencia de Acido Ascorbico;1
E55:Deficiencia de Vitamina D;6
E56:Outras Deficiencias Vitaminicas;6
E58:Deficiencia de Calcio da Dieta;0
E59:Deficiencia de Selenio da Dieta;1
E60:Deficiencia de Zinco da Dieta;4
E61:Deficiencia de Outros Elementos Nutrientes;3
E63:Outras Deficiencias Nutricionais;5
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;5
E65:Adiposidade Localizada;153
E66:Obesidade;7020
E67:Outras Formas de Hiperalimentacao;0
E68:Sequelas de Hiperalimentacao;12
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;12
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;6
E72:Outros Disturbios do Metabolismo de Aminoacidos;5
E73:Intolerancia a Lactose;1
E74:Outros Disturbios do Metabolismo de Carboidratos;14
E75:Disturbios do Metabolismo de Esfingolipides e Outros Disturbios de Deposito de Lipides;18
E76:Disturbios do Metabolismo do Glicosaminoglicano;2
E77:Disturbios do Metabolismo de Glicoproteinas;4
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;113
E79:Disturbios do Metabolismo de Purina e Pirimidina;12
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;39
E83:Disturbios do Metabolismo de Minerais;62
E84:Fibrose Cistica;84
E85:Amiloidose;47
E86:Deplecao de Volume;2
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;38
E88:Outros Disturbios Metabolicos;892
E89:Transtornos Endocrinos e Metabolicos Pos-Procedimentos, Nao Classificados em Outra Parte;44
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;13
Capítulo V: Transtornos mentais e comportamentais (F00-F99);285221
F00:Demencia na Doenca de Alzheimer (G30.-+);145
F01:Demencia Vascular;179
F02:Demencia em Outras Doencas Classificadas em Outra Parte;277
F03:Demencia NaoEspecificada;297
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;13
F05:Delirium Nao Induzido Pelo Alcool ou por Outras Substancias Psicoativas;16
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;1751
F07:Transtornos de Personalidade e do Comportamento Devidos a Doenca, a Lesao e a Disfuncao Cerebral;233
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado;93
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;8511
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;125
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;231
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;126
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;4103
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;43
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;17
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;37
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;14
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;13889
F20:Esquizofrenia;11464
F21:Transtorno Esquizotipico;257
F22:Transtornos Delirantes Persistentes;810
F23:Transtornos Psicoticos Agudos e Transitorios;1838
F24:Transtorno Delirante Induzido;19
F25:Transtornos Esquizoafetivos;3678
F28:Outros Transtornos Psicoticos Nao-Organicos;141
F29:Psicose Nao-Organica Nao Especificada;3684
F30:Episodio Maniaco;220
F31:Transtorno Afetivo Bipolar;31964
F32:Episodios Depressivos;71342
F33:Transtorno Depressivo Recorrente;42340
F34:Transtornos de Humor [Afetivos] Persistentes;986
F38:Outros Transtornos do Humor [Afetivos];210
F39:Transtorno do Humor [Afetivo] Nao Especificado;724
F40:Transtornos Fobico-Ansiosos;2222
F41:Outros Transtornos Ansiosos;61917
F42:Transtorno Obsessivo-Compulsivo;1542
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;13198
F44:Transtornos Dissociativos [De Conversao];715
F45:Transtornos Somatoformes;404
F48:Outros Transtornos Neuroticos;122
F50:Transtornos da Alimentacao;89
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;128
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;11
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;377
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;28
F55:Abuso de Substancias Que Nao Produzem Dependencia;2
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;11
F60:Transtornos Especificos da Personalidade;3103
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;27
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;47
F63:Transtornos dos Habitos e dos Impulsos;107
F64:Transtornos da Identidade Sexual;23
F65:Transtornos da Preferencia Sexual;8
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;10
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;21
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;35
F70:Retardo Mental Leve;331
F71:Retardo Mental Moderado;331
F72:Retardo Mental Grave;68
F73:Retardo Mental Profundo;10
F78:Outro Retardo Mental;8
F79:Retardo Mental Nao Especificado;81
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;16
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;1
F82:Transtorno Especifico do Desenvolvimento Motor;4
F83:Transtornos Especificos Misto do Desenvolvimento;4
F84:Transtornos Globais do Desenvolvimento;108
F88:Outros Transtornos do Desenvolvimento Psicologico;0
F89:Transtorno do Desenvolvimento Psicologico Nao Especificado;1
F90:Transtornos Hipercineticos;72
F91:Disturbios de Conduta;41
F92:Transtornos Mistos de Conduta e das Emocoes;71
F93:Transtornos Emocionais com Inicio Especificamente na Infancia;6
F94:Transtornos do Funcionamento Social com Inicio Especificamente Durante a Infancia ou a Adolescencia;1
F95:Tiques;19
F98:Outros Transtornos Comportamentais e Emocionais com Inicio Habitualmente Durante a Infancia ou a Adolescencia;8
F99:Transtorno Mental Nao Especificado em Outra Parte;116
Capítulo VI: Doencas do sistema nervoso (G00-G99);56568
G00:Meningite Bacteriana Nao Classificada em Outra Parte;139
G01:Meningite em Doencas Bacterianas Classificadas em Outra Parte;0
G02:Meningite em Outras Doencas Infecciosas e Parasitarias Classificadas em Outra Parte;12
G03:Meningite Devida a Outras Causas e a Causas Nao Especificadas;69
G04:Encefalite, Mielite e Encefalomielite;247
G05:Encefalite, Mielite e Encefalomielite em Doencas Classificadas em Outra Parte;143
G06:Abscesso e Granuloma Intracranianos e Intra-Raquidianos;135
G07:Abscesso e Granuloma Intracranianos e Intraspinais em Doencas Classificadas em Outra Parte;13
G08:Flebite e Tromboflebite Intracranianas e Intra-Raquidianas;4
G09:Sequelas de Doencas Inflamatorias do Sistema Nervoso Central;54
G10:Doenca de Huntington;109
G11:Ataxia Hereditaria;418
G12:Atrofia Muscular Espinal e Sindromes Correlatas;635
G13:Atrofias Sistemicas Que Afetam Principalmente O Sistema Nervoso Central em Doencas Classificadas em Outra Parte;38
G20:Doenca de Parkinson;2287
G21:Parkinsonismo Secundario;119
G22:Parkinsonismo em Doencas Classificadas em Outra Parte;50
G23:Outras Doencas Degenerativas dos Ganglios da Base;34
G24:Distonia;189
G25:Outras Doencas Extrapiramidais e Transtornos dos Movimentos;167
