CID10 CATEGORIA;Total_2017
B33:Outras Doencas por Virus Nao Classificada em Outra Parte;16
B34:Doencas por Virus, de Localizacao Nao Especificada;138
B35:Dermatofitose;77
B36:Outras Micoses Superficiais;39
B37:Candidiase;34
B38:Coccidioidomicose;15
B39:Histoplasmose;44
B40:Blastomicose;47
B41:Paracoccidioidomicose;125
B42:Esporotricose;123
B43:Cromomicose e Abscesso Feomicotico;51
B44:Aspergilose;41
B45:Criptococose;85
B46:Zigomicose;30
B47:Micetoma;16
B48:Outras Micoses, Nao Classificadas em Outra Parte;12
B49:Micose Nao Especificada;29
B50:Malaria por Plasmodium Falciparum;3
B51:Malaria por Plasmodium Vivax;13
B52:Malaria por Plasmodium Malariae;0
B53:Outras Formas de Malaria Confirmadas por Exames Parasitologicos;0
B54:Malaria Nao Especificada;7
B55:Leishmaniose;746
B56:Tripanossomiase Africana;0
B57:Doenca de Chagas;584
B58:Toxoplasmose;421
B59:Pneumocistose;60
B60:Outras Doencas Devidas a Protozoarios, Nao Classificadas em Outra Parte;30
B64:Doenca Nao Especificada Devida a Protozoarios;0
B65:Esquistossomose [Bilharziose] [Schistosomiase];85
B66:Outras Infestacoes por Trematodeos;2
B67:Equinococose;9
B68:Infestacao por Taenia;0
B69:Cisticercose;157
B70:Difilobotriase e Esparganose;0
B71:Outras Infestacoes por Cestoides;0
B72:Dracontiase;0
B73:Oncocercose;1
B74:Filariose;8
B75:Triquinose;1
B76:Ancilostomiase;3
B77:Ascaridiase;0
B78:Estrongiloidiase;1
B79:Tricuriase;0
B80:Oxiuriase;0
B81:Outras Helmintiases Intestinais, Nao Classificadas em Outra Parte;1
B82:Parasitose Intestinal Nao Especificada;4
B83:Outras Helmintiases;3
B85:Pediculose e Ftiriase;1
B86:Escabiose [Sarna];45
B87:Miiase;11
B88:Outras Infestacoes;7
B89:Doenca Parasitaria Nao Especificada;1
B90:Sequelas de Tuberculose;175
B91:Sequelas de Poliomielite;308
B92:Sequelas de Hanseniase [Lepra];619
B94:Sequelas de Outras Doencas Infecciosas e Parasitarias e das Nao Especificadas;45
B95:Estreptococos e Estafilococos Como Causa de Doencas Classificadas em Outros Capitulos;54
B96:Outros Agentes Bacterianos, Como Causa de Doencas Classificadas em Outros Capitulos;9
B97:Virus Como Causa de Doencas Classificadas em Outros Capitulos;79
B99:Doencas Infecciosas, Outras e as Nao Especificadas;22
Capítulo II: Neoplasias [tumores] (C00-D48);153942
C00:Neoplasia Maligna do Labio;121
C01:Neoplasia Maligna da Base da Lingua;267
C02:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Lingua;481
C03:Neoplasia Maligna da Gengiva;36
C04:Neoplasia Maligna do Assoalho da Boca;221
C05:Neoplasia Maligna do Palato;157
C06:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Boca;250
C07:Neoplasia Maligna da Glandula Parotida;190
C08:Neoplasia Maligna de Outras Glandulas Salivares Maiores e as Nao Especificadas;79
C09:Neoplasia Maligna da Amigdala;161
C10:Neoplasia Maligna da Orofaringe;589
C11:Neoplasia Maligna da Nasofaringe;255
C12:Neoplasia Maligna do Seio Piriforme;59
C13:Neoplasia Maligna da Hipofaringe;207
C14:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definida, do Labio, Cavidade Oral e Faringe;119
C15:Neoplasia Maligna do Esofago;1192
C16:Neoplasia Maligna do Estomago;2796
C17:Neoplasia Maligna do Intestino Delgado;284
C18:Neoplasia Maligna do Colon;4812
C19:Neoplasia Maligna da Juncao Retossigmoide;555
C20:Neoplasia Maligna do Reto;2645
C21:Neoplasia Maligna do Anus e do Canal Anal;389
C22:Neoplasia Maligna do Figado e das Vias Biliares Intra-Hepaticas;685
C23:Neoplasia Maligna da Vesicula Biliar;139
C24:Neoplasia Maligna de Outras Partes, e de Partes Nao Especificadas das Vias Biliares;205
C25:Neoplasia Maligna do Pancreas;1068
C26:Neoplasia Maligna de Outros Orgaos Digestivos e de Localizacoes Mal Definidas no Aparelho Digestivo;212
C30:Neoplasia Maligna da Cavidade Nasal e do Ouvido Medio;64
C31:Neoplasia Maligna dos Seios da Face;129
C32:Neoplasia Maligna da Laringe;977
C33:Neoplasia Maligna da Traqueia;9
C34:Neoplasia Maligna dos Bronquios e dos Pulmoes;2196
C37:Neoplasia Maligna do Timo;56
C38:Neoplasia Maligna do Coracao, Mediastino e Pleura;122
C39:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas do Aparelho Respiratorio e dos Orgaos Intratoracicos;93
C40:Neoplasia Maligna dos Ossos e Cartilagens Articulares dos Membros;326
C41:Neoplasia Maligna dos Ossos e das Cartilagens Articulares de Outras Localizacoes e de Localizacoes Nao Especificadas;297
C43:Melanoma Maligno da Pele;1133
C44:Outras Neoplasias Malignas da Pele;1819
C45:Mesotelioma;36
C46:Sarcoma de Kaposi;61
C47:Neoplasia Maligna dos Nervos Perifericos e do Sistema Nervoso Autonomo;23
C48:Neoplasia Maligna dos Tecidos Moles do Retroperitonio e do Peritonio;228
C49:Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;1016
C50:Neoplasia Maligna da Mama;21058
C51:Neoplasia Maligna da Vulva;105
C52:Neoplasia Maligna da Vagina;53
C53:Neoplasia Maligna do Colo do Utero;4643
C54:Neoplasia Maligna do Corpo do Utero;1125
C55:Neoplasia Maligna do Utero, Porcao Nao Especificada;140
C56:Neoplasia Maligna do Ovario;1595
C57:Neoplasia Maligna de Outros Orgaos Genitais Femininos e dos Nao Especificados;117
C58:Neoplasia Maligna da Placenta;61
C60:Neoplasia Maligna do Penis;252
C61:Neoplasia Maligna da Prostata;6143
C62:Neoplasia Maligna dos Testiculos;1124
C63:Neoplasia Maligna de Outros Orgaos Genitais Masculinos e dos Nao Especificados;70
C64:Neoplasia Maligna do Rim, Exceto Pelve Renal;1806
C65:Neoplasia Maligna da Pelve Renal;74
C66:Neoplasia Maligna dos Ureteres;24
C67:Neoplasia Maligna da Bexiga;923
C68:Neoplasia Maligna de Outros Orgaos Urinarios e dos Nao Especificados;57
C69:Neoplasia Maligna do Olho e Anexos;148
C70:Neoplasia Maligna das Meninges;73
C71:Neoplasia Maligna do Encefalo;1775
C72:Neoplasia Maligna da Medula Espinhal, dos Nervos Cranianos e de Outras Partes do Sistema Nervoso Central;234
C73:Neoplasia Maligna da Glandula Tireoide;3293
C74:Neoplasia Maligna da Glandula Supra-Renal;66
C75:Neoplasia Maligna de Outras Glandulas Endocrinas e de Estruturas Relacionadas;95
C76:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas;365
C77:Neoplasia Maligna Secundaria e Nao Especificada dos Ganglios Linfaticos;242
C78:Neoplasia Maligna Secundaria dos Orgaos Respiratorios e Digestivos;152
C79:Neoplasia Maligna Secundaria de Outras Localizacoes;212
C80:Neoplasia Maligna, sem Especificacao de Localizacao;622
C81:Doenca de Hodgkin;1190
C82:Linfoma Nao-Hodgkin, Folicular (Nodular);439
C83:Linfoma Nao-Hodgkin Difuso;1082
C84:Linfomas de Celulas T Cutaneas e Perifericas;187
C85:Linfoma Nao-Hodgkin de Outros Tipos e de Tipo Nao Especificado;681
C88:Doencas Imunoproliferativas Malignas;27
C90:Mieloma Multiplo e Neoplasias Malignas de Plasmocitos;825
C91:Leucemia Linfoide;587
C92:Leucemia Mieloide;1136
C93:Leucemia Monocitica;10
C94:Outras Leucemias de Celulas de Tipo Especificado;50
C95:Leucemia de Tipo Celular Nao Especificado;106
C96:Outras Neoplasias Malignas e as Nao Especificadas dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;42
C97:Neoplasias Malignas de Localizacoes Multiplas Independentes (Primarias);27
D00:Carcinoma In Situ da Cavidade Oral, do Esofago e do Estomago;54
D01:Carcinoma In Situ de Outros Orgaos Digestivos;96
D02:Carcinoma In Situ do Ouvido Medio e do Aparelho Respiratorio;36
D03:Melanoma In Situ;84
D04:Carcinoma In Situ da Pele;325
D05:Carcinoma In Situ da Mama;246
D06:Carcinoma In Situ do Colo do Utero (Cervix);542
D07:Carcinoma In Situ de Outros Orgaos Genitais e dos Nao Especificados;99
D09:Carcinoma In Situ de Outras Localizacoes e das Nao Especificadas;157
D10:Neoplasia Benigna da Boca e da Faringe;99
D11:Neoplasia Benigna de Glandulas Salivares Maiores;351
D12:Neoplasia Benigna do Colon, Reto, Canal Anal e Anus;180
D13:Neoplasia Benigna de Outras Partes e de Partes Mal Definidas do Aparelho Digestivo;248
D14:Neoplasia Benigna do Ouvido Medio e do Aparelho Respiratorio;115
D15:Neoplasia Benigna de Outros Orgaos Intratoracicos e dos Nao Especificados;99
D16:Neoplasia Benigna de Osso e de Cartilagem Articular;923
D17:Neoplasia Lipomatosa Benigna;836
D18:Hemangioma e Linfangioma de Qualquer Localizacao;326
D19:Neoplasia Benigna de Tecido Mesotelial;24
D20:Neoplasia Benigna de Tecido Mole do Retroperitonio e do Peritonio;78
D21:Outras Neoplasias Benignas do Tecido Conjuntivo e de Outros Tecidos Moles;638
D22:Nevos Melanociticos;101
D23:Outras Neoplasias Benignas da Pele;277
D24:Neoplasia Benigna da Mama;484
D25:Leiomioma do Utero;54403
D26:Outras Neoplasias Benignas do Utero;705
D27:Neoplasia Benigna do Ovario;1727
D28:Neoplasia Benigna de Outros Orgaos Genitais Femininos e de Orgaos Nao Especificados;212
D29:Neoplasia Benigna dos Orgaos Genitais Masculinos;120
D30:Neoplasia Benigna dos Orgaos Urinarios;145
D31:Neoplasia Benigna do Olho e Anexos;35
D32:Neoplasia Benigna das Meninges;597
D33:Neoplasia Benigna do Encefalo e de Outras Partes do Sistema Nervoso Central;1446
D34:Neoplasia Benigna da Glandula Tireoide;508
D35:Neoplasia Benigna de Outras Glandulas Endocrinas e das Nao Especificadas;689
D36:Neoplasia Benigna de Outras Localizacoes e de Localizacoes Nao Especificadas;402
D37:Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e dos Orgaos Digestivos;451
D38:Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Medio e dos Orgaos Respiratorios e Intratoracicos;300
D39:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Femininos;1265
D40:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Masculinos;143
D41:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Urinarios;260
D42:Neoplasia de Comportamento Incerto ou Desconhecido das Meninges;116
D43:Neoplasia de Comportamento Incerto ou Desconhecido do Encefalo e do Sistema Nervoso Central;1200
D44:Neoplasia de Comportamento Incerto ou Desconhecido das Glandulas Endocrinas;849
D45:Policitemia Vera;43
D46:Sindromes Mielodisplasicas;193
D47:Outras Neoplasias de Comportamento Incerto ou Desconhecido dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;224
D48:Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizacoes e de Localizacoes Nao Especificadas;1696
Capítulo III: Doencas do sangue e dos órgaos hematopoéticos e alguns transtornos imunitários (D50-D89);3549
D50:Anemia por Deficiencia de Ferro;486
D51:Anemia por Deficiencia de Vitamina B12;73
D52:Anemia por Deficiencia de Folato;8
D53:Outras Anemias Nutricionais;61
D55:Anemia Devida a Transtornos Enzimaticos;9
D56:Talassemia;35
D57:Transtornos Falciformes;314
D58:Outras Anemias Hemoliticas Hereditarias;33
D59:Anemia Hemolitica Adquirida;153
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];24
D61:Outras Anemias Aplasticas;179
D62:Anemia Aguda Pos-Hemorragica;135
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;203
D64:Outras Anemias;392
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];4
D66:Deficiencia Hereditaria do Fator Viii;27
D67:Deficiencia Hereditaria do Fator Ix;4
D68:Outros Defeitos da Coagulacao;257
D69:Purpura e Outras Afeccoes Hemorragicas;664
D70:Agranulocitose;19
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;5
D72:Outros Transtornos dos Globulos Brancos;30
D73:Doencas do Baco;161
D74:Metemoglobinemia;0
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;58
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;33
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;28
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;16
D81:Deficiencias Imunitarias Combinadas;1
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;4
D83:Imunodeficiencia Comum Variavel;11
D84:Outras Imunodeficiencias;15
D86:Sarcoidose;99
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;8
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);29613
E00:Sindrome de Deficiencia Congenita de Iodo;1
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;95
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;14
E03:Outros Hipotireoidismos;312
E04:Outros Bocios Nao-Toxicos;1126
E05:Tireotoxicose [Hipertireoidismo];788
E06:Tireoidite;233
E07:Outros Transtornos da Tireoide;329
E10:Diabetes Mellitus Insulino-Dependente;5031
E11:Diabetes Mellitus Nao-Insulino-Dependente;2868
E12:Diabetes Mellitus Relacionado com a Desnutricao;40
E13:Outros Tipos Especificados de Diabetes Mellitus;126
E14:Diabetes Mellitus Nao Especificado;1756
E15:Coma Hipoglicemico Nao-Diabetico;2
E16:Outros Transtornos da Secrecao Pancreatica Interna;51
E20:Hipoparatireoidismo;19
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;70
E22:Hiperfuncao da Hipofise;105
E23:Hipofuncao e Outros Transtornos da Hipofise;79
E24:Sindrome de Cushing;62
E25:Transtornos Adrenogenitais;4
E26:Hiperaldosteronismo;22
E27:Outros Transtornos da Glandula Supra-Renal;45
E28:Disfuncao Ovariana;27
E29:Disfuncao Testicular;21
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;2
E31:Disfuncao Poliglandular;4
E32:Doencas do Timo;7
E34:Outros Transtornos Endocrinos;26
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;15
E40:Kwashiorkor;3
E41:Marasmo Nutricional;2
E42:Kwashiorkor Marasmatico;2
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;42
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;33
E45:Atraso do Desenvolvimento Devido a Desnutricao Proteico-Calorica;0
E46:Desnutricao Proteico-Calorica Nao Especificada;21
E50:Deficiencia de Vitamina A;0
E51:Deficiencia de Tiamina;40
E52:Deficiencia de Niacina [Pelagra];1
E53:Deficiencia de Outras Vitaminas do Grupo B;8
E54:Deficiencia de Acido Ascorbico;3
E55:Deficiencia de Vitamina D;1
E56:Outras Deficiencias Vitaminicas;3
E58:Deficiencia de Calcio da Dieta;0
E59:Deficiencia de Selenio da Dieta;0
E60:Deficiencia de Zinco da Dieta;0
E61:Deficiencia de Outros Elementos Nutrientes;0
E63:Outras Deficiencias Nutricionais;5
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;4
E65:Adiposidade Localizada;299
E66:Obesidade;13681
E67:Outras Formas de Hiperalimentacao;2
E68:Sequelas de Hiperalimentacao;44
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;6
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;1
E72:Outros Disturbios do Metabolismo de Aminoacidos;2
E73:Intolerancia a Lactose;7
E74:Outros Disturbios do Metabolismo de Carboidratos;6
E75:Disturbios do Metabolismo de Esfingolipides e Outros Disturbios de Deposito de Lipides;17
E76:Disturbios do Metabolismo do Glicosaminoglicano;2
E77:Disturbios do Metabolismo de Glicoproteinas;1
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;26
E79:Disturbios do Metabolismo de Purina e Pirimidina;10
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;34
E83:Disturbios do Metabolismo de Minerais;31
E84:Fibrose Cistica;34
E85:Amiloidose;34
E86:Deplecao de Volume;3
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;34
E88:Outros Disturbios Metabolicos;1828
E89:Transtornos Endocrinos e Metabolicos Pos-Procedimentos, Nao Classificados em Outra Parte;57
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;6
Capítulo V: Transtornos mentais e comportamentais (F00-F99);169107
F00:Demencia na Doenca de Alzheimer (G30.-+);107
F01:Demencia Vascular;97
F02:Demencia em Outras Doencas Classificadas em Outra Parte;102
F03:Demencia Nao Especificada;221
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;11
F05:Delirium Nao Induzido Pelo Alcool ou por Outras Substancias Psicoativas;19
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;1076
F07:Transtornos de Personalidade e do Comportamento Devidos a Doenca, a Lesao e a Disfuncao Cerebral;157
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado;66
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;9176
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;81
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;262
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;69
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;4388
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;28
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;49
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;17
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;26
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;14827
F20:Esquizofrenia;6762
F21:Transtorno Esquizotipico;231
F22:Transtornos Delirantes Persistentes;571
F23:Transtornos Psicoticos Agudos e Transitorios;1735
F24:Transtorno Delirante Induzido;16
F25:Transtornos Esquizoafetivos;1765
F28:Outros Transtornos Psicoticos Nao-Organicos;146
F29:Psicose Nao-Organica Nao Especificada;3155
F30:Episodio Maniaco;204
F31:Transtorno Afetivo Bipolar;15724
F32:Episodios Depressivos;43328
F33:Transtorno Depressivo Recorrente;20748
F34:Transtornos de Humor [Afetivos] Persistentes;659
F38:Outros Transtornos do Humor [Afetivos];140
F39:Transtorno do Humor [Afetivo] Nao Especificado;413
F40:Transtornos Fobico-Ansiosos;1404
F41:Outros Transtornos Ansiosos;28949
F42:Transtorno Obsessivo-Compulsivo;658
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;7271
F44:Transtornos Dissociativos [De Conversao];733
F45:Transtornos Somatoformes;390
F48:Outros Transtornos Neuroticos;136
F50:Transtornos da Alimentacao;77
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;75
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;14
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;350
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;18
F55:Abuso de Substancias Que Nao Produzem Dependencia;7
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;9
F60:Transtornos Especificos da Personalidade;1665
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;10
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;27
F63:Transtornos dos Habitos e dos Impulsos;79
F64:Transtornos da Identidade Sexual;26
F65:Transtornos da Preferencia Sexual;2
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;6
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;49
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;26
F70:Retardo Mental Leve;182
F71:Retardo Mental Moderado;144
F72:Retardo Mental Grave;38
F73:Retardo Mental Profundo;2
F78:Outro Retardo Mental;1
F79:Retardo Mental Nao Especificado;44
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;5
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;5
F82:Transtorno Especifico do Desenvolvimento Motor;1
F83:Transtornos Especificos Misto do Desenvolvimento;4
F84:Transtornos Globais do Desenvolvimento;38
F88:Outros Transtornos do Desenvolvimento Psicologico;1
F89:Transtorno do Desenvolvimento Psicologico Nao Especificado;3
F90:Transtornos Hipercineticos;39
F91:Disturbios de Conduta;16
F92:Transtornos Mistos de Conduta e das Emocoes;33
F93:Transtornos Emocionais com Inicio Especificamente na Infancia;3
F94:Transtornos do Funcionamento Social com Inicio Especificamente Durante a Infancia ou a Adolescencia;0
F95:Tiques;26
F98:Outros Transtornos Comportamentais e Emocionais com Inicio Habitualmente Durante a Infancia ou a Adolescencia;26
F99:Transtorno Mental Nao Especificado em Outra Parte;139
Capítulo VI: Doencas do sistema nervoso (G00-G99);42996
G00:Meningite Bacteriana Nao Classificada em Outra Parte;249
G01:Meningite em Doencas Bacterianas Classificadas em Outra Parte;1
G02:Meningite em Outras Doencas Infecciosas e Parasitarias Classificadas em Outra Parte;27
G03:Meningite Devida a Outras Causas e a Causas Nao Especificadas;84
G04:Encefalite, Mielite e Encefalomielite;198
G05:Encefalite, Mielite e Encefalomielite em Doencas Classificadas em Outra Parte;67
G06:Abscesso e Granuloma Intracranianos e Intra-Raquidianos;99
G07:Abscesso e Granuloma Intracranianos e Intraspinais em Doencas Classificadas em Outra Parte;11
G08:Flebite e Tromboflebite Intracranianas e Intra-Raquidianas;6
G09:Sequelas de Doencas Inflamatorias do Sistema Nervoso Central;33
G10:Doenca de Huntington;79
G11:Ataxia Hereditaria;296
G12:Atrofia Muscular Espinal e Sindromes Correlatas;443
G13:Atrofias Sistemicas Que Afetam Principalmente O Sistema Nervoso Central em Doencas Classificadas em Outra Parte;20
G20:Doenca de Parkinson;1737
G21:Parkinsonismo Secundario;87
G22:Parkinsonismo em Doencas Classificadas em Outra Parte;68
G23:Outras Doencas Degenerativas dos Ganglios da Base;19
G24:Distonia;131
G25:Outras Doencas Extrapiramidais e Transtornos dos Movimentos;191
G26:Doencas Extrapiramidais e Transtornos dos Movimentos em Doencas Classificadas em Outra Parte;5
