CID10 CATEGORIA;Total_2021
A90:Dengue [Dengue Classico];278.0
A91:Febre Hemorragica Devida ao Virus do Dengue;8.0
A92:Outras Febres Virais Transmitidas por Mosquitos;599.0
A93:Outras Febres por Virus Transmitidas por Artropodes Nao Classificadas em Outra Parte;1.0
A94:Febre Viral Transmitida por Artropodes, Nao Especificada;2.0
A95:Febre Amarela;2.0
A96:Febre Hemorragica por Arenavirus;1.0
A98:Outras Febres Hemorragicas por Virus, Nao Classificadas em Outra Parte;2.0
A99:Febres Hemorragicas Virais Nao Especificadas;1.0
B00:Infeccoes Pelo Virus do Herpes [Herpes Simples];92.0
B01:Varicela;19.0
B02:Herpes Zoster [Zona];393.0
B05:Sarampo;1.0
B06:Rubeola;1.0
B07:Verrugas de Origem Viral;86.0
B08:Outras Infeccoes Virais Caracterizadas por Lesoes da Pele e das Membranas Mucosas, Nao Classificadas em Outra Parte;3.0
B09:Infeccao Viral Nao Especificada Caracterizada por Lesoes da Pele e Membranas Mucosas;6.0
B15:Hepatite Aguda A;39.0
B16:Hepatite Aguda B;54.0
B17:Outras Hepatites Virais Agudas;39.0
B18:Hepatite Viral Cronica;254.0
B19:Hepatite Viral Nao Especificada;26.0
B20:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv], Resultando em Doencas Infecciosas e Parasitarias;546.0
B21:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv], Resultando em Neoplasias Malignas;24.0
B22:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv] Resultando em Outras Doencas Especificadas;48.0
B23:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv] Resultando em Outras Doencas;121.0
B24:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv] Nao Especificada;2719.0
B25:Doenca por Citomegalovirus;32.0
B26:Caxumba [Parotidite Epidemica];15.0
B27:Mononucleose Infecciosa;12.0
B30:Conjuntivite Viral;40.0
B33:Outras Doencas por Virus Nao Classificada em Outra Parte;46.0
B34:Doencas por Virus, de Localizacao Nao Especificada;112815.0
B35:Dermatofitose;38.0
B36:Outras Micoses Superficiais;21.0
B37:Candidiase;12.0
B38:Coccidioidomicose;3.0
B39:Histoplasmose;43.0
B40:Blastomicose;18.0
B41:Paracoccidioidomicose;79.0
B42:Esporotricose;127.0
B43:Cromomicose e Abscesso Feomicotico;44.0
B44:Aspergilose;52.0
B45:Criptococose;66.0
B46:Zigomicose;24.0
B47:Micetoma;15.0
B48:Outras Micoses, Nao Classificadas em Outra Parte;3.0
B49:Micose Nao Especificada;17.0
B50:Malaria por Plasmodium Falciparum;3.0
B51:Malaria por Plasmodium Vivax;9.0
B53:Outras Formas de Malaria Confirmadas por Exames Parasitologicos;2.0
B54:Malaria Nao Especificada;4.0
B55:Leishmaniose;266.0
B56:Tripanossomiase Africana;1.0
B57:Doenca de Chagas;403.0
B58:Toxoplasmose;274.0
B59:Pneumocistose;21.0
B60:Outras Doencas Devidas a Protozoarios, Nao Classificadas em Outra Parte;3.0
B64:Doenca Nao Especificada Devida a Protozoarios;6.0
B65:Esquistossomose [Bilharziose] [Schistosomiase];59.0
B66:Outras Infestacoes por Trematodeos;2.0
B67:Equinococose;6.0
B69:Cisticercose;87.0
B74:Filariose;6.0
B75:Triquinose;1.0
B76:Ancilostomiase;1.0
B77:Ascaridiase;1.0
B78:Estrongiloidiase;4.0
B81:Outras Helmintiases Intestinais, Nao Classificadas em Outra Parte;1.0
B83:Outras Helmintiases;3.0
B86:Escabiose [Sarna];50.0
B87:Miiase;3.0
B88:Outras Infestacoes;3.0
B89:Doenca Parasitaria Nao Especificada;2.0
B90:Sequelas de Tuberculose;147.0
B91:Sequelas de Poliomielite;228.0
B92:Sequelas de Hanseniase [Lepra];428.0
B94:Sequelas de Outras Doencas Infecciosas e Parasitarias e das Nao Especificadas;399.0
B95:Estreptococos e Estafilococos Como Causa de Doencas Classificadas em Outros Capitulos;12.0
B96:Outros Agentes Bacterianos, Como Causa de Doencas Classificadas em Outros Capitulos;9.0
B97:Virus Como Causa de Doencas Classificadas em Outros Capitulos;2965.0
B99:Doencas Infecciosas, Outras e as Nao Especificadas;13.0
Capítulo II: Neoplasias [tumores] (C00-D48);131238.0
C00:Neoplasia Maligna do Labio;64.0
C01:Neoplasia Maligna da Base da Lingua;169.0
C02:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Lingua;460.0
C03:Neoplasia Maligna da Gengiva;33.0
C04:Neoplasia Maligna do Assoalho da Boca;180.0
C05:Neoplasia Maligna do Palato;129.0
C06:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Boca;207.0
C07:Neoplasia Maligna da Glandula Parotida;186.0
C08:Neoplasia Maligna de Outras Glandulas Salivares Maiores e as Nao Especificadas;80.0
C09:Neoplasia Maligna da Amigdala;165.0
C10:Neoplasia Maligna da Orofaringe;688.0
C11:Neoplasia Maligna da Nasofaringe;316.0
C12:Neoplasia Maligna do Seio Piriforme;50.0
C13:Neoplasia Maligna da Hipofaringe;138.0
C14:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definida, do Labio, Cavidade Oral e Faringe;105.0
C15:Neoplasia Maligna do Esofago;1108.0
C16:Neoplasia Maligna do Estomago;2794.0
C17:Neoplasia Maligna do Intestino Delgado;307.0
C18:Neoplasia Maligna do Colon;6111.0
C19:Neoplasia Maligna da Juncao Retossigmoide;564.0
C20:Neoplasia Maligna do Reto;3295.0
C21:Neoplasia Maligna do Anus e do Canal Anal;642.0
C22:Neoplasia Maligna do Figado e das Vias Biliares Intra-Hepaticas;662.0
C23:Neoplasia Maligna da Vesicula Biliar;154.0
C24:Neoplasia Maligna de Outras Partes, e de Partes Nao Especificadas das Vias Biliares;196.0
C25:Neoplasia Maligna do Pancreas;1226.0
C26:Neoplasia Maligna de Outros Orgaos Digestivos e de Localizaccoes Mal Definidas no Aparelho Digestivo;190.0
C30:Neoplasia Maligna da Cavidade Nasal e do Ouvido Medio;93.0
C31:Neoplasia Maligna dos Seios da Face;125.0
C32:Neoplasia Maligna da Laringe;847.0
C33:Neoplasia Maligna da Traqueia;14.0
C34:Neoplasia Maligna dos Bronquios e dos Pulmoes;2201.0
C37:Neoplasia Maligna do Timo;67.0
C38:Neoplasia Maligna do Coraccao, Mediastino e Pleura;123.0
C39:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas do Aparelho Respiratorio e dos Orgaos Intratoracicos;42.0
C40:Neoplasia Maligna dos Ossos e Cartilagens Articulares dos Membros;294.0
C41:Neoplasia Maligna dos Ossos e das Cartilagens Articulares de Outras Localizacoes e de Localizacoes Nao Especificadas;357.0
C43:Melanoma Maligno da Pele;1012.0
C44:Outras Neoplasias Malignas da Pele;1298.0
C45:Mesotelioma;33.0
C46:Sarcoma de Kaposi;63.0
C47:Neoplasia Maligna dos Nervos Perifericos e do Sistema Nervoso Autonomo;25.0
C48:Neoplasia Maligna dos Tecidos Moles do Retroperitonio e do Peritonio;222.0
C49:Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;1149.0
C50:Neoplasia Maligna da Mama;24864.0
C51:Neoplasia Maligna da Vulva;102.0
C52:Neoplasia Maligna da Vagina;47.0
C53:Neoplasia Maligna do Colo do Utero;5053.0
C54:Neoplasia Maligna do Corpo do Utero;1183.0
C55:Neoplasia Maligna do Utero, Porcao Nao Especificada;118.0
C56:Neoplasia Maligna do Ovario;1745.0
C57:Neoplasia Maligna de Outros Orgaos Genitais Femininos e dos Nao Especificados;77.0
C58:Neoplasia Maligna da Placenta;61.0
C60:Neoplasia Maligna do Penis;248.0
C61:Neoplasia Maligna da Prostata;4941.0
C62:Neoplasia Maligna dos Testiculos;1166.0
C63:Neoplasia Maligna de Outros Orgaos Genitais Masculinos e dos Nao Especificados;30.0
C64:Neoplasia Maligna do Rim, Exceto Pelve Renal;1894.0
C65:Neoplasia Maligna da Pelve Renal;69.0
C66:Neoplasia Maligna dos Ureteres;22.0
C67:Neoplasia Maligna da Bexiga;926.0
C68:Neoplasia Maligna de Outros Orgaos Urinarios e dos Nao Especificados;48.0
C69:Neoplasia Maligna do Olho e Anexos;163.0
C70:Neoplasia Maligna das Meninges;46.0
C71:Neoplasia Maligna do Encefalo;1875.0
C72:Neoplasia Maligna da Medula Espinhal, dos Nervos Cranianos e de Outras Partes do Sistema Nervoso Central;254.0
C73:Neoplasia Maligna da Glandula Tireoide;2502.0
C74:Neoplasia Maligna da Glandula Supra-Renal;79.0
C75:Neoplasia Maligna de Outras Glandulas Endocrinas e de Estruturas Relacionadas;56.0
C76:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas;440.0
C77:Neoplasia Maligna Secundaria e Nao Especificada dos Ganglios Linfaticos;178.0
C78:Neoplasia Maligna Secundaria dos Orgaos Respiratorios e Digestivos;172.0
C79:Neoplasia Maligna Secundaria de Outras Localizacoes;281.0
C80:Neoplasia Maligna, sem Especificacao de Localizacao;544.0
C81:Doenca de Hodgkin;1340.0
C82:Linfoma Nao-Hodgkin, Folicular (Nodular);531.0
C83:Linfoma Nao-Hodgkin Difuso;1297.0
C84:Linfomas de Celulas T Cutaneas e Perifericas;187.0
C85:Linfoma Nao-Hodgkin de Outros Tipos e de Tipo Nao Especificado;630.0
C88:Doencas Imunoproliferativas Malignas;20.0
C90:Mieloma Multiplo e Neoplasias Malignas de Plasmocitos;1186.0
C91:Leucemia Linfoide;660.0
C92:Leucemia Mieloide;1158.0
C93:Leucemia Monocitica;9.0
C94:Outras Leucemias de Celulas de Tipo Especificado;58.0
C95:Leucemia de Tipo Celular Nao Especificado;71.0
C96:Outras Neoplasias Malignas e as Nao Especificadas dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;35.0
C97:Neoplasias Malignas de Localizacoes Multiplas Independentes (Primarias);6.0
D00:Carcinoma In Situ da Cavidade Oral, do Esofago e do Estomago;29.0
D01:Carcinoma In Situ de Outros Orgaos Digestivos;30.0
D02:Carcinoma In Situ do Ouvido Medio e do Aparelho Respiratorio;13.0
D03:Melanoma In Situ;54.0
D04:Carcinoma In Situ da Pele;104.0
D05:Carcinoma In Situ da Mama;197.0
D06:Carcinoma In Situ do Colo do Utero (Cervix);316.0
D07:Carcinoma In Situ de Outros Orgaos Genitais e dos Nao Especificados;57.0
D09:Carcinoma In Situ de Outras Localizacoes e das Nao Especificadas;52.0
D10:Neoplasia Benigna da Boca e da Faringe;44.0
D11:Neoplasia Benigna de Glandulas Salivares Maiores;193.0
D12:Neoplasia Benigna do Colon, Reto, Canal Anal e Anus;151.0
D13:Neoplasia Benigna de Outras Partes e de Partes Mal Definidas do Aparelho Digestivo;169.0
D14:Neoplasia Benigna do Ouvido Medio e do Aparelho Respiratorio;58.0
D15:Neoplasia Benigna de Outros Orgaos Intratoracicos e dos Nao Especificados;83.0
D16:Neoplasia Benigna de Osso e de Cartilagem Articular;763.0
D17:Neoplasia Lipomatosa Benigna;438.0
D18:Hemangioma e Linfangioma de Qualquer Localizacao;199.0
D19:Neoplasia Benigna de Tecido Mesotelial;9.0
D20:Neoplasia Benigna de Tecido Mole do Retroperitonio e do Peritonio;40.0
D21:Outras Neoplasias Benignas do Tecido Conjuntivo e de Outros Tecidos Moles;395.0
D22:Nevos Melanociticos;24.0
D23:Outras Neoplasias Benignas da Pele;110.0
D24:Neoplasia Benigna da Mama;205.0
D25:Leiomioma do Utero;32326.0
D26:Outras Neoplasias Benignas do Utero;333.0
D27:Neoplasia Benigna do Ovario;898.0
D28:Neoplasia Benigna de Outros Orgaos Genitais Femininos e de Orgaos Nao Especificados;90.0
D29:Neoplasia Benigna dos Orgaos Genitais Masculinos;38.0
D30:Neoplasia Benigna dos Orgaos Urinarios;98.0
D31:Neoplasia Benigna do Olho e Anexos;43.0
D32:Neoplasia Benigna das Meninges;674.0
D33:Neoplasia Benigna do Encefalo e de Outras Partes do Sistema Nervoso Central;1269.0
D34:Neoplasia Benigna da Glandula Tireoide;192.0
D35:Neoplasia Benigna de Outras Glandulas Endocrinas e das Nao Especificadas;613.0
D36:Neoplasia Benigna de Outras Localizacoes e de Localizacoes Nao Especificadas;292.0
D37:Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e dos Orgaos Digestivos;371.0
D38:Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Medio e dos Orgaos Respiratorios e Intratoracicos;206.0
D39:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Femininos;1124.0
D40:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Masculinos;81.0
D41:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Urinarios;289.0
D42:Neoplasia de Comportamento Incerto ou Desconhecido das Meninges;101.0
D43:Neoplasia de Comportamento Incerto ou Desconhecido do Encefalo e do Sistema Nervoso Central;1531.0
D44:Neoplasia de Comportamento Incerto ou Desconhecido das Glandulas Endocrinas;526.0
D45:Policitemia Vera;38.0
D46:Sindromes Mielodisplasicas;191.0
D47:Outras Neoplasias de Comportamento Incerto ou Desconhecido dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;191.0
D48:Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizacoes e de Localizacoes Nao Especificadas;1434.0
Capítulo III: Doencas do sangue e dos órgaos hematopoéticos e alguns transtornos imunitários (D50-D89);2766.0
D50:Anemia por Deficiencia de Ferro;388.0
D51:Anemia por Deficiencia de Vitamina B12;58.0
D52:Anemia por Deficiencia de Folato;6.0
D53:Outras Anemias Nutricionais;32.0
D55:Anemia Devida a Transtornos Enzimaticos;2.0
D56:Talassemia;20.0
D57:Transtornos Falciformes;219.0
D58:Outras Anemias Hemoliticas Hereditarias;22.0
D59:Anemia Hemolitica Adquirida;119.0
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];15.0
D61:Outras Anemias Aplasticas;151.0
D62:Anemia Aguda Pos-Hemorragica;70.0
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;130.0
D64:Outras Anemias;269.0
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];5.0
D66:Deficiencia Hereditaria do Fator Viii;23.0
D67:Deficiencia Hereditaria do Fator Ix;2.0
D68:Outros Defeitos da Coagulacao;346.0
D69:Purpura e Outras Afeccoes Hemorragicas;435.0
D70:Agranulocitose;5.0
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;3.0
D72:Outros Transtornos dos Globulos Brancos;32.0
D73:Doencas do Baco;107.0
D74:Metemoglobinemia;1.0
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;63.0
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;34.0
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;18.0
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;15.0
D81:Deficiencias Imunitarias Combinadas;2.0
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;4.0
D83:Imunodeficiencia Comum Variavel;13.0
D84:Outras Imunodeficiencias;20.0
D86:Sarcoidose;129.0
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;8.0
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);20257.0
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;29.0
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;5.0
E03:Outros Hipotireoidismos;185.0
E04:Outros Bocios Nao-Toxicos;414.0
E05:Tireotoxicose [Hipertireoidismo];426.0
E06:Tireoidite;83.0
E07:Outros Transtornos da Tireoide;158.0
E10:Diabetes Mellitus Insulino-Dependente;5266.0
E11:Diabetes Mellitus Nao-Insulino-Dependente;2626.0
E12:Diabetes Mellitus Relacionado com a Desnutricao;25.0
E13:Outros Tipos Especificados de Diabetes Mellitus;95.0
E14:Diabetes Mellitus Nao Especificado;2002.0
E15:Coma Hipoglicemico Nao-Diabetico;1.0
E16:Outros Transtornos da Secrecao Pancreatica Interna;36.0
E20:Hipoparatireoidismo;17.0
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;36.0
E22:Hiperfunccao da Hipofise;44.0
E23:Hipofuncao e Outros Transtornos da Hipofise;44.0
E24:Sindrome de Cushing;34.0
E25:Transtornos Adrenogenitais;5.0
E26:Hiperaldosteronismo;5.0
E27:Outros Transtornos da Glandula Supra-Renal;39.0
E28:Disfuncao Ovariana;14.0
E29:Disfuncao Testicular;9.0
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;2.0
E31:Disfunccao Poliglandular;1.0
E32:Doencas do Timo;4.0
E34:Outros Transtornos Endocrinos;10.0
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;40.0
E40:Kwashiorkor;1.0
E41:Marasmo Nutricional;1.0
E42:Kwashiorkor Marasmatico;2.0
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;28.0
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;23.0
E46:Desnutricao Proteico-Calorica Nao Especificada;11.0
E50:Deficiencia de Vitamina A;1.0
E51:Deficiencia de Tiamina;49.0
E52:Deficiencia de Niacina [Pelagra];5.0
E53:Deficiencia de Outras Vitaminas do Grupo B;4.0
E55:Deficiencia de Vitamina D;3.0
E56:Outras Deficiencias Vitaminicas;3.0
E60:Deficiencia de Zinco da Dieta;3.0
E61:Deficiencia de Outros Elementos Nutrientes;1.0
E63:Outras Deficiencias Nutricionais;2.0
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;4.0
E65:Adiposidade Localizada;169.0
E66:Obesidade;6951.0
E68:Sequelas de Hiperalimentacao;24.0
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;6.0
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;3.0
E73:Intolerancia a Lactose;3.0
E74:Outros Disturbios do Metabolismo de Carboidratos;8.0
E75:Disturbios do Metabolismo de Esfingolipides e Outros Disturbios de Deposito de Lipides;11.0
E76:Disturbios do Metabolismo do Glicosaminoglicano;1.0
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;17.0
E79:Disturbios do Metabolismo de Purina e Pirimidina;10.0
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;32.0
E83:Disturbios do Metabolismo de Minerais;35.0
E84:Fibrose Cistica;28.0
E85:Amiloidose;36.0
E86:Deplecao de Volume;1.0
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;41.0
E88:Outros Disturbios Metabolicos;1050.0
E89:Transtornos Endocrinos e Metabolicos Pos-Procedimentos, Nao Classificados em Outra Parte;23.0
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;12.0
Capítulo V: Transtornos mentais e comportamentais (F00-F99);176177.0
F00:Demencia na Doenca de Alzheimer (G30.-+);129.0
F01:Demencia Vascular;120.0
F02:Demencia em Outras Doencas Classificadas em Outra Parte;196.0
F03:Demencia NaoEspecificada;284.0
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;10.0
F05:Delirium Nao Induzido Pelo Alcool ou por Outras Substancias Psicoativas;14.0
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;920.0
F07:Transtornos de Personalidade e do Comportamento Devidos a Doenca, a Lesao e a Disfuncao Cerebral;130.0
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado;53.0
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;6295.0
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;37.0
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;173.0
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;95.0
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;3189.0
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;19.0
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;23.0
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;15.0
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;9.0
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;10415.0
F20:Esquizofrenia;6087.0
F21:Transtorno Esquizotipico;148.0
F22:Transtornos Delirantes Persistentes;505.0
F23:Transtornos Psicoticos Agudos e Transitorios;1404.0
F24:Transtorno Delirante Induzido;4.0
F25:Transtornos Esquizoafetivos;1919.0
F28:Outros Transtornos Psicoticos Nao-Organicos;96.0
F29:Psicose Nao-Organica Nao Especificada;2715.0
F30:Episodio Maniaco;154.0
F31:Transtorno Afetivo Bipolar;17944.0
F32:Episodios Depressivos;43904.0
F33:Transtorno Depressivo Recorrente;21954.0
F34:Transtornos de Humor [Afetivos] Persistentes;507.0
F38:Outros Transtornos do Humor [Afetivos];114.0
F39:Transtorno do Humor [Afetivo] Nao Especificado;505.0
F40:Transtornos Fobico-Ansiosos;1175.0
F41:Outros Transtornos Ansiosos;43347.0
F42:Transtorno Obsessivo-Compulsivo;722.0
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;6601.0
F44:Transtornos Dissociativos [De Conversao];522.0
F45:Transtornos Somatoformes;239.0
F48:Outros Transtornos Neuroticos;63.0
F50:Transtornos da Alimentacao;50.0
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;60.0
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;10.0
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;279.0
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;10.0
F55:Abuso de Substancias Que Nao Produzem Dependencia;1.0
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;5.0
F60:Transtornos Especificos da Personalidade;2170.0
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;18.0
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;26.0
F63:Transtornos dos Habitos e dos Impulsos;71.0
F64:Transtornos da Identidade Sexual;51.0
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;0.0
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;16.0
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;18.0
F70:Retardo Mental Leve;165.0
F71:Retardo Mental Moderado;136.0
F72:Retardo Mental Grave;25.0
F73:Retardo Mental Profundo;3.0
F78:Outro Retardo Mental;3.0
F79:Retardo Mental Nao Especificado;24.0
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;4.0
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;1.0
F82:Transtorno Especifico do Desenvolvimento Motor;1.0
F83:Transtornos Especificos Misto do Desenvolvimento;2.0
F84:Transtornos Globais do Desenvolvimento;50.0
F88:Outros Transtornos do Desenvolvimento Psicologico;1.0
F90:Transtornos Hipercineticos;31.0
F91:Disturbios de Conduta;15.0
F92:Transtornos Mistos de Conduta e das Emocoes;35.0
F93:Transtornos Emocionais com Inicio Especificamente na Infancia;4.0
F94:Transtornos do Funcionamento Social com Inicio Especificamente Durante a Infancia ou a Adolescencia;2.0
F95:Tiques;18.0
F98:Outros Transtornos Comportamentais e Emocionais com Inicio Habitualmente Durante a Infancia ou a Adolescencia;7.0
F99:Transtorno Mental Nao Especificado em Outra Parte;110.0
Capítulo VI: Doencas do sistema nervoso (G00-G99);38084.0
G00:Meningite Bacteriana Nao Classificada em Outra Parte;91.0
G02:Meningite em Outras Doencas Infecciosas e Parasitarias Classificadas em Outra Parte;12.0
G03:Meningite Devida a Outras Causas e a Causas Nao Especificadas;59.0
G04:Encefalite, Mielite e Encefalomielite;197.0
G05:Encefalite, Mielite e Encefalomielite em Doencas Classificadas em Outra Parte;121.0
G06:Abscesso e Granuloma Intracranianos e Intra-Raquidianos;120.0
G07:Abscesso e Granuloma Intracranianos e Intraspinais em Doencas Classificadas em Outra Parte;4.0
G08:Flebite e Tromboflebite Intracranianas e Intra-Raquidianas;6.0
G09:Sequelas de Doencas Inflamatorias do Sistema Nervoso Central;30.0
G10:Doenca de Huntington;121.0
G11:Ataxia Hereditaria;343.0
G12:Atrofia Muscular Espinal e Sindromes Correlatas;568.0
