CID10 CATEGORIA;Total_2019
D34:Neoplasia Benigna da Glandula Tireoide;492.0
D35:Neoplasia Benigna de Outras Glandulas Endocrinas e das Nao Especificadas;756.0
D36:Neoplasia Benigna de Outras Localizacoes e de Localizacoes Nao Especificadas;413.0
D37:Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e dos Orgaos Digestivos;642.0
D38:Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Medio e dos Orgaos Respiratorios e Intratoracicos;416.0
D39:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Femininos;1531.0
D40:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Masculinos;175.0
D41:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Urinarios;428.0
D42:Neoplasia de Comportamento Incerto ou Desconhecido das Meninges;99.0
D43:Neoplasia de Comportamento Incerto ou Desconhecido do Encefalo e do Sistema Nervoso Central;1607.0
D44:Neoplasia de Comportamento Incerto ou Desconhecido das Glandulas Endocrinas;837.0
D45:Policitemia Vera;48.0
D46:Sindromes Mielodisplasicas;202.0
D47:Outras Neoplasias de Comportamento Incerto ou Desconhecido dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;205.0
D48:Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizacoes e de Localizacoes Nao Especificadas;2220.0
Capítulo III: Doencas do sangue e dos órgaos hematopoéticos e alguns transtornos imunitários (D50-D89);3483.0
D50:Anemia por Deficiencia de Ferro;394.0
D51:Anemia por Deficiencia de Vitamina B12;77.0
D52:Anemia por Deficiencia de Folato;7.0
D53:Outras Anemias Nutricionais;48.0
D55:Anemia Devida a Transtornos Enzimaticos;15.0
D56:Talassemia;27.0
D57:Transtornos Falciformes;288.0
D58:Outras Anemias Hemoliticas Hereditarias;25.0
D59:Anemia Hemolitica Adquirida;141.0
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];29.0
D61:Outras Anemias Aplasticas;163.0
D62:Anemia Aguda Pos-Hemorragica;118.0
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;228.0
D64:Outras Anemias;485.0
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];4.0
D66:Deficiencia Hereditaria do Fator Viii;27.0
D67:Deficiencia Hereditaria do Fator Ix;5.0
D68:Outros Defeitos da Coagulacao;290.0
D69:Purpura e Outras Afeccoes Hemorragicas;636.0
D70:Agranulocitose;18.0
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;1.0
D72:Outros Transtornos dos Globulos Brancos;21.0
D73:Doencas do Baco;135.0
D74:Metemoglobinemia;3.0
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;75.0
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;31.0
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;28.0
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;18.0
D81:Deficiencias Imunitarias Combinadas;2.0
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;4.0
D83:Imunodeficiencia Comum Variavel;15.0
D84:Outras Imunodeficiencias;20.0
D86:Sarcoidose;100.0
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;5.0
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);29853.0
E00:Sindrome de Deficiencia Congenita de Iodo;0.0
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;95.0
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;6.0
E03:Outros Hipotireoidismos;245.0
E04:Outros Bocios Nao-Toxicos;1033.0
E05:Tireotoxicose [Hipertireoidismo];657.0
E06:Tireoidite;199.0
E07:Outros Transtornos da Tireoide;381.0
E10:Diabetes Mellitus Insulino-Dependente;5460.0
E11:Diabetes Mellitus Nao-Insulino-Dependente;2560.0
E12:Diabetes Mellitus Relacionado com a Desnutricao;11.0
E13:Outros Tipos Especificados de Diabetes Mellitus;91.0
E14:Diabetes Mellitus Nao Especificado;1571.0
E15:Coma Hipoglicemico Nao-Diabetico;1.0
E16:Outros Transtornos da Secrecao Pancreatica Interna;60.0
E20:Hipoparatireoidismo;23.0
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;74.0
E22:Hiperfunccao da Hipofise;100.0
E23:Hipofuncao e Outros Transtornos da Hipofise;77.0
E24:Sindrome de Cushing;52.0
E25:Transtornos Adrenogenitais;6.0
E26:Hiperaldosteronismo;14.0
E27:Outros Transtornos da Glandula Supra-Renal;53.0
E28:Disfuncao Ovariana;24.0
E29:Disfuncao Testicular;7.0
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;2.0
E31:Disfunccao Poliglandular;1.0
E32:Doencas do Timo;5.0
E34:Outros Transtornos Endocrinos;23.0
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;9.0
E40:Kwashiorkor;6.0
E41:Marasmo Nutricional;1.0
E42:Kwashiorkor Marasmatico;2.0
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;48.0
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;41.0
E45:Atraso do Desenvolvimento Devido a Desnutricao Proteico-Calorica;0.0
E46:Desnutricao Proteico-Calorica Nao Especificada;15.0
E50:Deficiencia de Vitamina A;0.0
E51:Deficiencia de Tiamina;51.0
E52:Deficiencia de Niacina [Pelagra];3.0
E53:Deficiencia de Outras Vitaminas do Grupo B;6.0
E54:Deficiencia de Acido Ascorbico;1.0
E55:Deficiencia de Vitamina D;5.0
E56:Outras Deficiencias Vitaminicas;0.0
E58:Deficiencia de Calcio da Dieta;0.0
E59:Deficiencia de Selenio da Dieta;0.0
E60:Deficiencia de Zinco da Dieta;2.0
E61:Deficiencia de Outros Elementos Nutrientes;2.0
E63:Outras Deficiencias Nutricionais;4.0
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;4.0
E65:Adiposidade Localizada;334.0
E66:Obesidade;14079.0
E67:Outras Formas de Hiperalimentacao;1.0
E68:Sequelas de Hiperalimentacao;39.0
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;10.0
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;2.0
E72:Outros Disturbios do Metabolismo de Aminoacidos;1.0
E73:Intolerancia a Lactose;4.0
E74:Outros Disturbios do Metabolismo de Carboidratos;1.0
E75:Disturbios do Metabolismo de Esfingolipides e Outros Disturbios de Deposito de Lipides;14.0
E76:Disturbios do Metabolismo do Glicosaminoglicano;3.0
E77:Disturbios do Metabolismo de Glicoproteinas;0.0
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;41.0
E79:Disturbios do Metabolismo de Purina e Pirimidina;15.0
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;45.0
E83:Disturbios do Metabolismo de Minerais;38.0
E84:Fibrose Cistica;40.0
E85:Amiloidose;41.0
E86:Deplecao de Volume;4.0
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;33.0
E88:Outros Disturbios Metabolicos;2010.0
E89:Transtornos Endocrinos e Metabolicos Pos-Procedimentos, Nao Classificados em Outra Parte;48.0
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;19.0
Capítulo V: Transtornos mentais e comportamentais (F00-F99);195361.0
F00:Demencia na Doenca de Alzheimer (G30.-+);118.0
F01:Demencia Vascular;94.0
F02:Demencia em Outras Doencas Classificadas em Outra Parte;110.0
F03:Demencia NaoEspecificada;235.0
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;10.0
F05:Delirium Nao Induzido Pelo Alcool ou por Outras Substancias Psicoativas;18.0
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;954.0
F07:Transtornos de Personalidade e do Comportamento Devidos a Doenca, a Lesao e a Disfuncao Cerebral;128.0
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado;62.0
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;7828.0
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;73.0
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;246.0
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;79.0
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;4131.0
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;18.0
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;44.0
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;21.0
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;14.0
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;13274.0
F20:Esquizofrenia;7016.0
F21:Transtorno Esquizotipico;220.0
F22:Transtornos Delirantes Persistentes;529.0
F23:Transtornos Psicoticos Agudos e Transitorios;1517.0
F24:Transtorno Delirante Induzido;8.0
F25:Transtornos Esquizoafetivos;1977.0
F28:Outros Transtornos Psicoticos Nao-Organicos;110.0
F29:Psicose Nao-Organica Nao Especificada;3046.0
F30:Episodio Maniaco;151.0
F31:Transtorno Afetivo Bipolar;18631.0
F32:Episodios Depressivos;53953.0
F33:Transtorno Depressivo Recorrente;24803.0
F34:Transtornos de Humor [Afetivos] Persistentes;625.0
F38:Outros Transtornos do Humor [Afetivos];143.0
F39:Transtorno do Humor [Afetivo] Nao Especificado;607.0
F40:Transtornos Fobico-Ansiosos;1338.0
F41:Outros Transtornos Ansiosos;40315.0
F42:Transtorno Obsessivo-Compulsivo;770.0
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;7461.0
F44:Transtornos Dissociativos [De Conversao];632.0
F45:Transtornos Somatoformes;303.0
F48:Outros Transtornos Neuroticos;101.0
F50:Transtornos da Alimentacao;66.0
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;121.0
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;19.0
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;303.0
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;14.0
F55:Abuso de Substancias Que Nao Produzem Dependencia;1.0
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;8.0
F60:Transtornos Especificos da Personalidade;2102.0
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;14.0
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;31.0
F63:Transtornos dos Habitos e dos Impulsos;83.0
F64:Transtornos da Identidade Sexual;48.0
F65:Transtornos da Preferencia Sexual;0.0
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;6.0
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;25.0
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;27.0
F70:Retardo Mental Leve;181.0
F71:Retardo Mental Moderado;149.0
F72:Retardo Mental Grave;21.0
F73:Retardo Mental Profundo;3.0
F78:Outro Retardo Mental;1.0
F79:Retardo Mental Nao Especificado;41.0
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;9.0
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;1.0
F82:Transtorno Especifico do Desenvolvimento Motor;0.0
F83:Transtornos Especificos Misto do Desenvolvimento;1.0
F84:Transtornos Globais do Desenvolvimento;36.0
