CID10 CATEGORIA;Total_2020
D51:Anemia por Deficiencia de Vitamina B12;0
D52:Anemia por Deficiencia de Folato;0
D53:Outras Anemias Nutricionais;0
D55:Anemia Devida a Transtornos Enzimaticos;0
D56:Talassemia;1
D57:Transtornos Falciformes;0
D58:Outras Anemias Hemoliticas Hereditarias;0
D59:Anemia Hemolitica Adquirida;1
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];0
D61:Outras Anemias Aplasticas;0
D62:Anemia Aguda Pos-Hemorragica;0
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;0
D64:Outras Anemias;0
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];0
D66:Deficiencia Hereditaria do Fator Viii;0
D67:Deficiencia Hereditaria do Fator Ix;0
D68:Outros Defeitos da Coagulacao;0
D69:Purpura e Outras Afeccoes Hemorragicas;3
D70:Agranulocitose;0
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;0
D72:Outros Transtornos dos Globulos Brancos;0
D73:Doencas do Baco;0
D74:Metemoglobinemia;0
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;0
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;0
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;0
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;0
D81:Deficiencias Imunitarias Combinadas;0
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;0
D83:Imunodeficiencia Comum Variavel;0
D84:Outras Imunodeficiencias;0
D86:Sarcoidose;0
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;0
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);33
E00:Sindrome de Deficiencia Congenita de Iodo;0
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;0
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;0
E03:Outros Hipotireoidismos;2
E04:Outros Bocios Nao-Toxicos;0
E05:Tireotoxicose [Hipertireoidismo];0
E06:Tireoidite;0
E07:Outros Transtornos da Tireoide;0
E10:Diabetes Mellitus Insulino-Dependente;14
E11:Diabetes Mellitus Nao-Insulino-Dependente;10
E12:Diabetes Mellitus Relacionado com a Desnutricao;0
E13:Outros Tipos Especificados de Diabetes Mellitus;0
E14:Diabetes Mellitus Nao Especificado;7
E15:Coma Hipoglicemico Nao-Diabetico;0
E16:Outros Transtornos da Secrecao Pancreatica Interna;0
E20:Hipoparatireoidismo;0
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;0
E22:Hiperfuncao da Hipofise;0
E23:Hipofuncao e Outros Transtornos da Hipofise;0
E24:Sindrome de Cushing;0
E25:Transtornos Adrenogenitais;0
E26:Hiperaldosteronismo;0
E27:Outros Transtornos da Glandula Supra-Renal;0
E28:Disfuncao Ovariana;0
E29:Disfuncao Testicular;0
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;0
E31:Disfuncao Poliglandular;0
E32:Doencas do Timo;0
E34:Outros Transtornos Endocrinos;0
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;0
E40:Kwashiorkor;0
E41:Marasmo Nutricional;0
E42:Kwashiorkor Marasmatico;0
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;0
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;0
E45:Atraso do Desenvolvimento Devido a Desnutricao Proteico-Calorica;0
E46:Desnutricao Proteico-Calorica Nao Especificada;0
E50:Deficiencia de Vitamina A;0
E51:Deficiencia de Tiamina;0
E52:Deficiencia de Niacina [Pelagra];0
E53:Deficiencia de Outras Vitaminas do Grupo B;0
E54:Deficiencia de Acido Ascorbico;0
E55:Deficiencia de Vitamina D;0
E56:Outras Deficiencias Vitaminicas;0
E58:Deficiencia de Calcio da Dieta;0
E59:Deficiencia de SeleNaoda Dieta;0
E60:Deficiencia de ZiNaoda Dieta;0
E61:Deficiencia de Outros Elementos Nutrientes;0
E63:Outras Deficiencias Nutricionais;0
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;0
E65:Adiposidade Localizada;0
E66:Obesidade;0
E67:Outras Formas de Hiperalimentacao;0
E68:Sequelas de Hiperalimentacao;0
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;0
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;0
E72:Outros Disturbios do Metabolismo de Aminoacidos;0
E73:Intolerancia a Lactose;0
E74:Outros Disturbios do Metabolismo de Carboidratos;0
E75:Disturbios do Metabolismo de Esfingolipides e Outros Disturbios de Deposito de Lipides;0
E76:Disturbios do Metabolismo do Glicosaminoglicano;0
E77:Disturbios do Metabolismo de Glicoproteinas;0
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;0
E79:Disturbios do Metabolismo de Purina e Pirimidina;0
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;0
E83:Disturbios do Metabolismo de Minerais;0
E84:Fibrose Cistica;0
E85:Amiloidose;0
E86:Deplecao de Volume;0
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;0
E88:Outros Disturbios Metabolicos;0
E89:Transtornos Endocrinos e Metabolicos Pos-Procedimentos, Nao Classificados em Outra Parte;0
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;0
Capítulo V: Transtornos mentais e comportamentais (F00-F99);4456
F00:Demencia na Doenca de Alzheimer (G30.-+);0
F01:Demencia Vascular;0
F02:Demencia em Outras Doencas Classificadas em Outra Parte;1
F03:Demencia Nao Especificada;0
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;0
F05:Delirium NaoInduzido Pelo Alcool ou por Outras Substancias Psicoativas;0
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;4
F07:Transtornos de Personalidade e do ComportameNaoDevidos a Doenca, a Lesao e a Disfuncao Cerebral;2
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado ;0
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;33
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;0
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;1
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;0
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;5
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;0
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;0
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;0
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;0
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;27
F20:Esquizofrenia;15
F21:Transtorno Esquizotipico;1
F22:Transtornos Delirantes Persistentes;3
F23:Transtornos Psicoticos Agudos e Transitorios;11
F24:Transtorno Delirante Induzido;0
F25:Transtornos Esquizoafetivos;7
F28:Outros Transtornos Psicoticos Nao-Organicos;0
F29:Psicose Nao-Organica Nao Especificada;10
F30:Episodio Maniaco;0
F31:Transtorno Afetivo Bipolar;157
F32:Episodios Depressivos;1088
F33:Transtorno Depressivo Recorrente;370
F34:Transtornos de Humor [Afetivos] Persistentes;7
F38:Outros Transtornos do Humor [Afetivos];1
F39:Transtorno do Humor [Afetivo] Nao Especificado;9
F40:Transtornos Fobico-Ansiosos;29
F41:Outros Transtornos Ansiosos;1417
F42:Transtorno Obsessivo-Compulsivo;11
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;1229
F44:Transtornos Dissociativos [De Conversao];6
F45:Transtornos Somatoformes;4
F48:Outros Transtornos Neuroticos;5
F50:Transtornos da Alimentacao;0
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;0
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;0
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;0
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;0
F55:Abuso de Substancias Que Nao  Produzem Dependencia;0
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;0
F60:Transtornos Especificos da Personalidade;1
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;0
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;0
F63:Transtornos dos Habitos e dos Impulsos;0
F64:Transtornos da Identidade Sexual;0
F65:Transtornos da Preferencia Sexual;0
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;0
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;1
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;0
F70:Retardo Mental Leve;0
F71:Retardo Mental Moderado;0
F72:Retardo Mental Grave;0
F73:Retardo Mental Profundo;0
F78:Outro Retardo Mental;0
F79:Retardo Mental Nao Especificado;0
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;0
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;0
F82:Transtorno Especifico do Desenvolvimento Motor;0
F83:Transtornos Especificos Misto do Desenvolvimento;0
F84:Transtornos Globais do Desenvolvimento;1
F88:Outros Transtornos do Desenvolvimento Psicologico;0
F89:Transtorno do Desenvolvimento Psicologico Nao Especificado ;0
F90:Transtornos Hipercineticos;0
F91:Disturbios de Conduta;0
F92:Transtornos Mistos de Conduta e das Emocoes;0
F93:Transtornos Emocionais com Inicio Especificamente na Infancia;0
F94:Transtornos do Funcionamento Social com Inicio Especificamente Durante a Infancia ou a Adolescencia;0
F95:Tiques;0
F98:Outros Transtornos Comportamentais e Emocionais com Inicio Habitualmente Durante a Infancia ou a Adolescencia;0
F99:Transtorno Mental Nao Especificado em Outra Parte;0
Capítulo VI: Doencas do sistema nervoso (G00-G99);2090
G00:Meningite Bacteriana Nao Classificada em Outra Parte;0
G01:Meningite em Doencas Bacterianas Classificadas em Outra Parte;0
G02:Meningite em Outras Doencas Infecciosas e Parasitarias Classificadas em Outra Parte;0
G03:Meningite Devida a Outras Causas e a Causas Nao Especificadas;0
G04:Encefalite, Mielite e Encefalomielite;0
G05:Encefalite, Mielite e Encefalomielite em Doencas Classificadas em Outra Parte;0
G06:Abscesso e Granuloma Intracranianos e Intra-Raquidianos;0
G07:Abscesso e Granuloma Intracranianos e Intraspinais em Doencas Classificadas em Outra Parte;0
G08:Flebite e Tromboflebite Intracranianas e Intra-Raquidianas;0
G09:Sequelas de Doencas Inflamatorias do Sistema Nervoso Central;0
G10:Doenca de Huntington;0
G11:Ataxia Hereditaria;1
G12:Atrofia Muscular Espinal e Sindromes Correlatas;0
G13:Atrofias Sistemicas Que Afetam Principalmente O Sistema Nervoso Central em Doencas Classificadas em Outra Parte;0
G20:Doenca de Parkinson;0
G21:Parkinsonismo Secundario;0
G22:Parkinsonismo em Doencas Classificadas em Outra Parte;0
G23:Outras Doencas Degenerativas dos Ganglios da Base;0
G24:Distonia;0
G25:Outras Doencas Extrapiramidais e Transtornos dos Movimentos;0
G26:Doencas Extrapiramidais e Transtornos dos Movimentos em Doencas Classificadas em Outra Parte;0
G30:Doenca de Alzheimer;0
