CID10 CATEGORIA;Total_2018
B23:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv] Resultando em Outras Doencas;2
B24:Doenca Pelo Virus da Imunodeficiencia Humana [Hiv] Nao Especificada;51
B25:Doenca por Citomegalovirus;0
B26:Caxumba [Parotidite Epidemica];1
B27:Mononucleose Infecciosa;0
B30:Conjuntivite Viral;0
B33:Outras Doencas por Virus Nao Classificada em Outra Parte;0
B34:Doencas por Virus, de Localizacao Nao Especificada;0
B35:Dermatofitose;17
B36:Outras Micoses Superficiais;6
B37:Candidiase;0
B38:Coccidioidomicose;0
B39:Histoplasmose;0
B40:Blastomicose;1
B41:Paracoccidioidomicose;27
B42:Esporotricose;4
B43:Cromomicose e Abscesso Feomicotico;1
B44:Aspergilose;0
B45:Criptococose;0
B46:Zigomicose;0
B47:Micetoma;0
B48:Outras Micoses, Nao Classificadas em Outra Parte;0
B49:Micose Nao Especificada;1
B50:Malaria por Plasmodium Falciparum;0
B51:Malaria por Plasmodium Vivax;7
B52:Malaria por Plasmodium Malariae;0
B53:Outras Formas de Malaria Confirmadas por Exames Parasitologicos;0
B54:Malaria Nao Especificada;0
B55:Leishmaniose;138
B56:Tripanossomiase Africana;0
B57:Doenca de Chagas;1
B58:Toxoplasmose;1
B59:Pneumocistose;0
B60:Outras Doencas Devidas a Protozoarios, Nao Classificadas em Outra Parte;0
B64:Doenca Nao Especificada Devida a Protozoarios;0
B65:Esquistossomose [Bilharziose] [Schistosomiase];0
B66:Outras Infestacoes por Trematodeos;0
B67:Equinococose;0
B68:Infestacao por Taenia;0
B69:Cisticercose;0
B70:Difilobotriase e Esparganose;0
B71:Outras Infestacoes por Cestoides;0
B72:Dracontiase;0
B73:Oncocercose;0
B74:Filariose;0
B75:Triquinose;0
B76:Ancilostomiase;0
B77:Ascaridiase;0
B78:Estrongiloidiase;0
B79:Tricuriase;0
B80:Oxiuriase;0
B81:Outras Helmintiases Intestinais, Nao Classificadas em Outra Parte;0
B82:Parasitose Intestinal Nao Especificada;0
B83:Outras Helmintiases;1
B85:Pediculose e Ftiriase;0
B86:Escabiose [Sarna];0
B87:Miiase;1
B88:Outras Infestacoes;0
B89:Doenca Parasitaria Nao Especificada;0
B90:Sequelas de Tuberculose;0
B91:Sequelas de Poliomielite;1
B92:Sequelas de Hanseniase [Lepra];1
B94:Sequelas de Outras Doencas Infecciosas e Parasitarias e das Nao Especificadas;0
B95:Estreptococos e Estafilococos Como Causa de Doencas Classificadas em Outros Capitulos;3
B96:Outros Agentes Bacterianos, Como Causa de Doencas Classificadas em Outros Capitulos;0
B97:Virus Como Causa de Doencas Classificadas em Outros Capitulos;0
B99:Doencas Infecciosas, Outras e as Nao Especificadas;1
Capítulo II: Neoplasias [tumores] (C00-D48);381
C00:Neoplasia Maligna do Labio;1
C01:Neoplasia Maligna da Base da Lingua;0
C02:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Lingua;0
C03:Neoplasia Maligna da Gengiva;0
C04:Neoplasia Maligna do Assoalho da Boca;0
C05:Neoplasia Maligna do Palato;0
C06:Neoplasia Maligna de Outras Partes e de Partes Nao Especificadas da Boca;0
C07:Neoplasia Maligna da Glandula Parotida;0
C08:Neoplasia Maligna de Outras Glandulas Salivares Maiores e as Nao Especificadas;0
C09:Neoplasia Maligna da Amigdala;0
C10:Neoplasia Maligna da Orofaringe;0
C11:Neoplasia Maligna da Nasofaringe;1
C12:Neoplasia Maligna do Seio Piriforme;0
C13:Neoplasia Maligna da Hipofaringe;0
C14:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definida, do Labio, Cavidade Oral e Faringe;0
C15:Neoplasia Maligna do Esofago;0
C16:Neoplasia Maligna do Estomago;15
C17:Neoplasia Maligna do Intestino Delgado;0
C18:Neoplasia Maligna do Colon;2
C19:Neoplasia Maligna da Juncao Retossigmoide;0
C20:Neoplasia Maligna do Reto;2
C21:Neoplasia Maligna do Anus e do Canal Anal;1
C22:Neoplasia Maligna do Figado e das Vias Biliares Intra-Hepaticas;1
C23:Neoplasia Maligna da Vesicula Biliar;0
C24:Neoplasia Maligna de Outras Partes, e de Partes Nao Especificadas das Vias Biliares;0
C25:Neoplasia Maligna do Pancreas;9
C26:Neoplasia Maligna de Outros Orgaos Digestivos e de Localizacoes Mal Definidas no Aparelho Digestivo;0
C30:Neoplasia Maligna da Cavidade Nasal e do Ouvido Medio;1
C31:Neoplasia Maligna dos Seios da Face;0
C32:Neoplasia Maligna da Laringe;2
C33:Neoplasia Maligna da Traqueia;0
C34:Neoplasia Maligna dos Bronquios e dos Pulmoes;25
C37:Neoplasia Maligna do Timo;0
C38:Neoplasia Maligna do Coracao, Mediastino e Pleura;0
C39:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas do Aparelho Respiratorio e dos Orgaos Intratoracicos;0
C40:Neoplasia Maligna dos Ossos e Cartilagens Articulares dos Membros;2
C41:Neoplasia Maligna dos Ossos e das Cartilagens Articulares de Outras Localizacoes e de Localizacoes Nao Especificadas;1
C43:Melanoma Maligno da Pele;2
C44:Outras Neoplasias Malignas da Pele;220
C45:Mesotelioma;1
C46:Sarcoma de Kaposi;0
C47:Neoplasia Maligna dos Nervos Perifericos e do Sistema Nervoso Autonomo;0
C48:Neoplasia Maligna dos Tecidos Moles do Retroperitonio e do Peritonio;0
C49:Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;0
C50:Neoplasia Maligna da Mama;11
C51:Neoplasia Maligna da Vulva;0
C52:Neoplasia Maligna da Vagina;0
C53:Neoplasia Maligna do Colo do Utero;2
C54:Neoplasia Maligna do Corpo do Utero;0
C55:Neoplasia Maligna do Utero, Porcao Nao Especificada;0
C56:Neoplasia Maligna do Ovario;0
C57:Neoplasia Maligna de Outros Orgaos Genitais Femininos e dos Nao Especificados;0
C58:Neoplasia Maligna da Placenta;0
C60:Neoplasia Maligna do Penis;0
C61:Neoplasia Maligna da Prostata;6
C62:Neoplasia Maligna dos Testiculos;0
C63:Neoplasia Maligna de Outros Orgaos Genitais Masculinos e dos Nao Especificados;0
C64:Neoplasia Maligna do Rim, Exceto Pelve Renal;1
C65:Neoplasia Maligna da Pelve Renal;0
C66:Neoplasia Maligna dos Ureteres;0
C67:Neoplasia Maligna da Bexiga;5
C68:Neoplasia Maligna de Outros Orgaos Urinarios e dos Nao Especificados;0
C69:Neoplasia Maligna do Olho e Anexos;0
C70:Neoplasia Maligna das Meninges;0
C71:Neoplasia Maligna do Encefalo;3
C72:Neoplasia Maligna da Medula Espinhal, dos Nervos Cranianos e de Outras Partes do Sistema Nervoso Central;0
C73:Neoplasia Maligna da Glandula Tireoide;2
C74:Neoplasia Maligna da Glandula Supra-Renal;0
C75:Neoplasia Maligna de Outras Glandulas Endocrinas e de Estruturas Relacionadas;0
C76:Neoplasia Maligna de Outras Localizacoes e de Localizacoes Mal Definidas;0
C77:Neoplasia Maligna Secundaria e Nao Especificada dos Ganglios Linfaticos;1
C78:Neoplasia Maligna Secundaria dos Orgaos Respiratorios e Digestivos;0
C79:Neoplasia Maligna Secundaria de Outras Localizacoes;0
C80:Neoplasia Maligna, sem Especificacao de Localizacao;1
C81:Doenca de Hodgkin;0
C82:Linfoma Nao-Hodgkin, Folicular (Nodular);0
C83:Linfoma Nao-Hodgkin Difuso;1
C84:Linfomas de Celulas T Cutaneas e Perifericas;0
C85:Linfoma Nao-Hodgkin de Outros Tipos e de Tipo Nao Especificado;0
C88:Doencas Imunoproliferativas Malignas;0
C90:Mieloma Multiplo e Neoplasias Malignas de Plasmocitos;0
C91:Leucemia Linfoide;7
C92:Leucemia Mieloide;22
C93:Leucemia Monocitica;0
C94:Outras Leucemias de Celulas de Tipo Especificado;1
C95:Leucemia de Tipo Celular Nao Especificado;2
C96:Outras Neoplasias Malignas e as Nao Especificadas dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;0
C97:Neoplasias Malignas de Localizacoes Multiplas Independentes (Primarias);0
D00:Carcinoma In Situ da Cavidade Oral, do Esofago e do Estomago;0
D01:Carcinoma In Situ de Outros Orgaos Digestivos;0
D02:Carcinoma In Situ do Ouvido Medio e do Aparelho Respiratorio;0
D03:Melanoma In Situ;0
D04:Carcinoma In Situ da Pele;3
D05:Carcinoma In Situ da Mama;0
D06:Carcinoma In Situ do Colo do Utero (Cervix);0
D07:Carcinoma In Situ de Outros Orgaos Genitais e dos Nao Especificados;0
D09:Carcinoma In Situ de Outras Localizacoes e das Nao Especificadas;0
D10:Neoplasia Benigna da Boca e da Faringe;0
D11:Neoplasia Benigna de Glandulas Salivares Maiores;0
D12:Neoplasia Benigna do Colon, Reto, Canal Anal e Anus;0
D13:Neoplasia Benigna de Outras Partes e de Partes Mal Definidas do Aparelho Digestivo;0
D14:Neoplasia Benigna do Ouvido Medio e do Aparelho Respiratorio;0
D15:Neoplasia Benigna de Outros Orgaos Intratoracicos e dos Nao Especificados;0
D16:Neoplasia Benigna de Osso e de Cartilagem Articular;3
D17:Neoplasia Lipomatosa Benigna;0
D18:Hemangioma e Linfangioma de Qualquer Localizacao;0
D19:Neoplasia Benigna de Tecido Mesotelial;0
D20:Neoplasia Benigna de Tecido Mole do Retroperitonio e do Peritonio;0
D21:Outras Neoplasias Benignas do Tecido Conjuntivo e de Outros Tecidos Moles;3
D22:Nevos Melanociticos;0
D23:Outras Neoplasias Benignas da Pele;1
D24:Neoplasia Benigna da Mama;0
D25:Leiomioma do Utero;3
D26:Outras Neoplasias Benignas do Utero;0
D27:Neoplasia Benigna do Ovario;0
D28:Neoplasia Benigna de Outros Orgaos Genitais Femininos e de Orgaos Nao Especificados;0
D29:Neoplasia Benigna dos Orgaos Genitais Masculinos;0
D30:Neoplasia Benigna dos Orgaos Urinarios;0
D31:Neoplasia Benigna do Olho e Anexos;0
D32:Neoplasia Benigna das Meninges;0
D33:Neoplasia Benigna do Encefalo e de Outras Partes do Sistema Nervoso Central;2
D34:Neoplasia Benigna da Glandula Tireoide;0
D35:Neoplasia Benigna de Outras Glandulas Endocrinas e das Nao Especificadas;0
D36:Neoplasia Benigna de Outras Localizacoes e de Localizacoes Nao Especificadas;0
D37:Neoplasia de Comportamento Incerto ou Desconhecido da Cavidade Oral e dos Orgaos Digestivos;0
D38:Neoplasia de Comportamento Incerto ou Desconhecido do Ouvido Medio e dos Orgaos Respiratorios e Intratoracicos;0
D39:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Femininos;0
D40:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Genitais Masculinos;1
D41:Neoplasia de Comportamento Incerto ou Desconhecido dos Orgaos Urinarios;0
D42:Neoplasia de Comportamento Incerto ou Desconhecido das Meninges;0
D43:Neoplasia de Comportamento Incerto ou Desconhecido do Encefalo e do Sistema Nervoso Central;4
D44:Neoplasia de Comportamento Incerto ou Desconhecido das Glandulas Endocrinas;0
D45:Policitemia Vera;0
D46:Sindromes Mielodisplasicas;8
D47:Outras Neoplasias de Comportamento Incerto ou Desconhecido dos Tecidos Linfatico, Hematopoetico e Tecidos Correlatos;1
D48:Neoplasia de Comportamento Incerto ou Desconhecido de Outras Localizacoes e de Localizacoes Nao Especificadas;1
Capítulo III: Doencas do sangue e dos órgaos hematopoéticos e alguns transtornos imunitários (D50-D89);34
D50:Anemia por Deficiencia de Ferro;0
D51:Anemia por Deficiencia de Vitamina B12;0
D52:Anemia por Deficiencia de Folato;0
D53:Outras Anemias Nutricionais;0
D55:Anemia Devida a Transtornos Enzimaticos;0
D56:Talassemia;0
D57:Transtornos Falciformes;0
D58:Outras Anemias Hemoliticas Hereditarias;0
D59:Anemia Hemolitica Adquirida;1
D60:Aplasia Pura da Serie Vermelha, Adquirida [Eritroblastopenia];1
D61:Outras Anemias Aplasticas;5
D62:Anemia Aguda Pos-Hemorragica;0
D63:Anemia em Doencas Cronicas Classificadas em Outra Parte;0
D64:Outras Anemias;0
D65:Coagulacao Intravascular Disseminada [Sindrome de Desfibrinacao];1
D66:Deficiencia Hereditaria do Fator Viii;0
D67:Deficiencia Hereditaria do Fator Ix;0
D68:Outros Defeitos da Coagulacao;0
D69:Purpura e Outras Afeccoes Hemorragicas;13
D70:Agranulocitose;3
D71:Transtornos Funcionais dos Neutrofilos Polimorfonucleares;3
D72:Outros Transtornos dos Globulos Brancos;4
D73:Doencas do Baco;3
D74:Metemoglobinemia;0
D75:Outras Doencas do Sangue e dos Orgaos Hematopoeticos;0
D76:Algumas Doencas Que Envolvem O Tecido Linforreticular e O Sistema Reticulohistiocitico;0
D77:Outros Transtornos do Sangue e dos Orgaos Hematopoeticos em Doencas Classificadas em Outra Parte;0
D80:Imunodeficiencia com Predominancia de Defeitos de Anticorpos;0
D81:Deficiencias Imunitarias Combinadas;0
D82:Imunodeficiencia Associada com Outros Defeitos  Major ;0
D83:Imunodeficiencia Comum Variavel;0
D84:Outras Imunodeficiencias;0
D86:Sarcoidose;0
D89:Outros Transtornos Que Comprometem O Mecanismo Imunitario Nao Classificados em Outra Parte;0
Capítulo IV: Doencas endócrinas, nutricionais e metabólicas (E00-E90);77
E00:Sindrome de Deficiencia Congenita de Iodo;0
E01:Transtornos Tireoidianos e Afeccoes Associadas, Relacionados a Deficiencia de Iodo;0
E02:Hipotireoidismo Subclinico por Deficiencia de Iodo;0
E03:Outros Hipotireoidismos;1
E04:Outros Bocios Nao-Toxicos;0
E05:Tireotoxicose [Hipertireoidismo];0
E06:Tireoidite;0
E07:Outros Transtornos da Tireoide;1
E10:Diabetes Mellitus Insulino-Dependente;35
E11:Diabetes Mellitus Nao-Insulino-Dependente;20
E12:Diabetes Mellitus Relacionado com a Desnutricao;1
E13:Outros Tipos Especificados de Diabetes Mellitus;1
E14:Diabetes Mellitus Nao Especificado;16
E15:Coma Hipoglicemico Nao-Diabetico;0
E16:Outros Transtornos da Secrecao Pancreatica Interna;0
E20:Hipoparatireoidismo;0
E21:Hiperparatireoidismo e Outros Transtornos da Glandula Paratireoide;0
E22:Hiperfuncao da Hipofise;0
E23:Hipofuncao e Outros Transtornos da Hipofise;0
E24:Sindrome de Cushing;0
E25:Transtornos Adrenogenitais;0
E26:Hiperaldosteronismo;0
E27:Outros Transtornos da Glandula Supra-Renal;0
E28:Disfuncao Ovariana;0
E29:Disfuncao Testicular;1
E30:Transtornos da Puberdade Nao Classificados em Outra Parte;0
E31:Disfuncao Poliglandular;0
E32:Doencas do Timo;0
E34:Outros Transtornos Endocrinos;0
E35:Transtornos das Glandulas Endocrinas em Doencas Classificadas em Outra Parte;0
E40:Kwashiorkor;0
E41:Marasmo Nutricional;0
E42:Kwashiorkor Marasmatico;0
E43:Desnutricao Proteico-Calorica Grave Nao Especificada;0
E44:Desnutricao Proteico-Calorica de Graus Moderado e Leve;0
E45:Atraso do Desenvolvimento Devido a Desnutricao Proteico-Calorica;0
E46:Desnutricao Proteico-Calorica Nao Especificada;0
E50:Deficiencia de Vitamina A;0
E51:Deficiencia de Tiamina;0
E52:Deficiencia de Niacina [Pelagra];0
E53:Deficiencia de Outras Vitaminas do Grupo B;0
E54:Deficiencia de Acido Ascorbico;0
E55:Deficiencia de Vitamina D;0
E56:Outras Deficiencias Vitaminicas;0
E58:Deficiencia de Calcio da Dieta;0
E59:Deficiencia de Selenio da Dieta;0
E60:Deficiencia de Zinco da Dieta;0
E61:Deficiencia de Outros Elementos Nutrientes;0
E63:Outras Deficiencias Nutricionais;0
E64:Sequelas de Desnutricao e de Outras Deficiencias Nutricionais;0
E65:Adiposidade Localizada;0
E66:Obesidade;1
E67:Outras Formas de Hiperalimentacao;0
E68:Sequelas de Hiperalimentacao;0
E70:Disturbios do Metabolismo de Aminoacidos Aromaticos;0
E71:Disturbios do Metabolismo de Aminoacidos de Cadeia Ramificada e do Metabolismo dos Acidos Graxos;0
E72:Outros Disturbios do Metabolismo de Aminoacidos;0
E73:Intolerancia a Lactose;0
E74:Outros Disturbios do Metabolismo de Carboidratos;0
E75:Disturbios do Metabolismo de Esfingolipides e Outros Disturbios de Deposito de Lipides;0
E76:Disturbios do Metabolismo do Glicosaminoglicano;0
E77:Disturbios do Metabolismo de Glicoproteinas;0
E78:Disturbios do Metabolismo de Lipoproteinas e Outras Lipidemias;0
E79:Disturbios do Metabolismo de Purina e Pirimidina;0
E80:Disturbios do Metabolismo da Porfirina e da Bilirrubina;0
E83:Disturbios do Metabolismo de Minerais;0
E84:Fibrose Cistica;0
E85:Amiloidose;0
E86:Deplecao de Volume;0
E87:Outros Transtornos do Equilibrio Hidroeletrolitico e Acido-Basico;0
E88:Outros Disturbios Metabolicos;0
E89:Transtornos Endocrinos e Metabolicos Pos-Procedimentos, Nao Classificados em Outra Parte;0
E90:Transtornos Nutricionais e Metabolicos em Doencas Classificadas em Outra Parte;0
Capítulo V: Transtornos mentais e comportamentais (F00-F99);10537
F00:Demencia na Doenca de Alzheimer (G30.-+);0
F01:Demencia Vascular;0
F02:Demencia em Outras Doencas Classificadas em Outra Parte;1
F03:Demencia Nao Especificada;0
F04:Sindrome Amnesica Organica Nao Induzida Pelo Alcool ou por Outras Substancias Psicoativas;0
F05:Delirium Nao Induzido Pelo Alcool ou por Outras Substancias Psicoativas;0
F06:Outros Transtornos Mentais Devidos a Lesao e Disfuncao Cerebral e a Doenca Fisica;35
F07:Transtornos de Personalidade e do Comportamento Devidos a Doenca, a Lesao e a Disfuncao Cerebral;4
F09:Transtorno Mental Organico ou Sintomatico Nao Especificado;1
F10:Transtornos Mentais e Comportamentais Devidos ao Uso de Alcool;112
F11:Transtornos Mentais e Comportamentais Devidos ao Uso de Opiaceos;0
F12:Transtornos Mentais e Comportamentais Devidos ao Uso de Canabinoides;1
F13:Transtornos Mentais e Comportamentais Devidos ao Uso de Sedativos e Hipnoticos;1
F14:Transtornos Mentais e Comportamentais Devidos ao Uso da Cocaina;22
F15:Transtornos Mentais e Comportamentais Devidos ao Uso de Outros Estimulantes, Inclusive a Cafeina;1
F16:Transtornos Mentais e Comportamentais Devidos ao Uso de Alucinogenos;0
F17:Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo;0
F18:Transtornos Mentais e Comportamentais Devidos ao Uso de Solventes Volateis;0
F19:Transtornos Mentais e Comportamentais Devidos ao Uso de Multiplas Drogas e ao Uso de Outras Substancias Psicoativas;67
F20:Esquizofrenia;26
F21:Transtorno Esquizotipico;2
F22:Transtornos Delirantes Persistentes;12
F23:Transtornos Psicoticos Agudos e Transitorios;40
F24:Transtorno Delirante Induzido;0
F25:Transtornos Esquizoafetivos;16
F28:Outros Transtornos Psicoticos Nao-Organicos;1
F29:Psicose Nao-Organica Nao Especificada;36
F30:Episodio Maniaco;5
F31:Transtorno Afetivo Bipolar;357
F32:Episodios Depressivos;2554
F33:Transtorno Depressivo Recorrente;955
F34:Transtornos de Humor [Afetivos] Persistentes;23
F38:Outros Transtornos do Humor [Afetivos];4
F39:Transtorno do Humor [Afetivo] Nao Especificado;17
F40:Transtornos Fobico-Ansiosos;115
F41:Outros Transtornos Ansiosos;2660
F42:Transtorno Obsessivo-Compulsivo;30
F43:Reacoes ao  Stress  Grave e Transtornos de Adaptacao;3366
F44:Transtornos Dissociativos [De Conversao];23
F45:Transtornos Somatoformes;18
F48:Outros Transtornos Neuroticos;11
F50:Transtornos da Alimentacao;2
F51:Transtornos Nao-Organicos do Sono Devidos a Fatores Emocionais;2
F52:Disfuncao Sexual, Nao Causada por Transtorno ou Doenca Organica;0
F53:Transtornos Mentais e Comportamentais Associados ao Puerperio, Nao Classificados em Outra Parte;0
F54:Fatores Psicologicos ou Comportamentais Associados a Doenca ou a Transtornos Classificados em Outra Parte;1
F55:Abuso de Substancias Que Nao Produzem Dependencia;0
F59:Sindromes Comportamentais Associados a Transtornos das Funcoes Fisiologicas e a Fatores Fisicos, Nao Especificadas;0
F60:Transtornos Especificos da Personalidade;6
F61:Transtornos Mistos da Personalidade e Outros Transtornos da Personalidade;0
F62:Modificacoes Duradouras da Personalidade Nao Atribuiveis a Lesao ou Doenca Cerebral;4
F63:Transtornos dos Habitos e dos Impulsos;2
F64:Transtornos da Identidade Sexual;0
F65:Transtornos da Preferencia Sexual;0
F66:Transtornos Psicologicos e Comportamentais Associados ao Desenvolvimento Sexual e a Sua Orientacao;0
F68:Outros Transtornos da Personalidade e do Comportamento do Adulto;0
F69:Transtorno da Personalidade e do Comportamento do Adulto, Nao Especificado;0
F70:Retardo Mental Leve;0
F71:Retardo Mental Moderado;0
F72:Retardo Mental Grave;2
F73:Retardo Mental Profundo;0
F78:Outro Retardo Mental;0
F79:Retardo Mental Nao Especificado;0
F80:Transtornos Especificos do Desenvolvimento da Fala e da Linguagem;0
F81:Transtornos Especificos do Desenvolvimento das Habilidades Escolares;0
F82:Transtorno Especifico do Desenvolvimento Motor;0
F83:Transtornos Especificos Misto do Desenvolvimento;0
F84:Transtornos Globais do Desenvolvimento;0
F88:Outros Transtornos do Desenvolvimento Psicologico;0
F89:Transtorno do Desenvolvimento Psicologico Nao Especificado;0
F90:Transtornos Hipercineticos;0
F91:Disturbios de Conduta;0
F92:Transtornos Mistos de Conduta e das Emocoes;2
F93:Transtornos Emocionais com Inicio Especificamente na Infancia;0
F94:Transtornos do Funcionamento Social com Inicio Especificamente Durante a Infancia ou a Adolescencia;0
F95:Tiques;0
F98:Outros Transtornos Comportamentais e Emocionais com Inicio Habitualmente Durante a Infancia ou a Adolescencia;0
F99:Transtorno Mental Nao Especificado em Outra Parte;0
Capítulo VI: Doencas do sistema nervoso (G00-G99);4660
G00:Meningite Bacteriana Nao Classificada em Outra Parte;1
G01:Meningite em Doencas Bacterianas Classificadas em Outra Parte;0
G02:Meningite em Outras Doencas Infecciosas e Parasitarias Classificadas em Outra Parte;0
G03:Meningite Devida a Outras Causas e a Causas Nao Especificadas;0
G04:Encefalite, Mielite e Encefalomielite;0
G05:Encefalite, Mielite e Encefalomielite em Doencas Classificadas em Outra Parte;0
G06:Abscesso e Granuloma Intracranianos e Intra-Raquidianos;1
G07:Abscesso e Granuloma Intracranianos e Intraspinais em Doencas Classificadas em Outra Parte;0
G08:Flebite e Tromboflebite Intracranianas e Intra-Raquidianas;0
G09:Sequelas de Doencas Inflamatorias do Sistema Nervoso Central;0
G10:Doenca de Huntington;0
G11:Ataxia Hereditaria;0
G12:Atrofia Muscular Espinal e Sindromes Correlatas;2
G13:Atrofias Sistemicas Que Afetam Principalmente O Sistema Nervoso Central em Doencas Classificadas em Outra Parte;0
G20:Doenca de Parkinson;4
G21:Parkinsonismo Secundario;0
G22:Parkinsonismo em Doencas Classificadas em Outra Parte;0
G23:Outras Doencas Degenerativas dos Ganglios da Base;0
G24:Distonia;1
G25:Outras Doencas Extrapiramidais e Transtornos dos Movimentos;2
G26:Doencas Extrapiramidais e Transtornos dos Movimentos em Doencas Classificadas em Outra Parte;0
G30:Doenca de Alzheimer;0
